"Entity","Code","Year","apples__00000515__production__005510__tonnes"
"Lebanon","LBN",1962,80000
"Lebanon","LBN",1963,75000
"Lebanon","LBN",1964,125000
"Lebanon","LBN",1965,115080
"Lebanon","LBN",1966,104010
"Lebanon","LBN",1967,157021
"Lebanon","LBN",1968,162907
"Lebanon","LBN",1969,66547
"Lebanon","LBN",1970,74356
"Lebanon","LBN",1971,154483
"Lebanon","LBN",1972,220417
"Lebanon","LBN",1973,166177
"Lebanon","LBN",1974,144131
"Lebanon","LBN",1975,108000
"Lebanon","LBN",1976,56000
"Lebanon","LBN",1977,106000
"Lebanon","LBN",1978,90000
"Lebanon","LBN",1979,135000
"Lebanon","LBN",1980,103000
"Lebanon","LBN",1981,65000
"Lebanon","LBN",1982,130000
"Lebanon","LBN",1983,130000
"Lebanon","LBN",1984,128000
"Lebanon","LBN",1985,130000
"Lebanon","LBN",1986,133000
"Lebanon","LBN",1987,197263
"Lebanon","LBN",1988,199198
"Lebanon","LBN",1989,197765
"Lebanon","LBN",1990,2e+05
"Lebanon","LBN",1991,213864
"Lebanon","LBN",1992,145403
"Lebanon","LBN",1993,130000
"Lebanon","LBN",1994,119692
"Lebanon","LBN",1995,150600
"Lebanon","LBN",1996,116769
"Lebanon","LBN",1997,142445
"Lebanon","LBN",1998,124200
"Lebanon","LBN",1999,138800
"Lebanon","LBN",2000,126700
"Lebanon","LBN",2001,112000
"Lebanon","LBN",2002,150305
"Lebanon","LBN",2003,152000
"Lebanon","LBN",2004,113300
"Lebanon","LBN",2005,114800
"Lebanon","LBN",2006,121500
"Lebanon","LBN",2007,125200
"Lebanon","LBN",2008,125200
"Lebanon","LBN",2009,138100
"Lebanon","LBN",2010,154429.2
"Lebanon","LBN",2011,135807.27
"Lebanon","LBN",2012,125714.44
"Lebanon","LBN",2013,126485.33
"Lebanon","LBN",2014,180564.77
"Lebanon","LBN",2015,210424.44
"Lebanon","LBN",2016,344469
"Lebanon","LBN",2017,316155
"Lebanon","LBN",2018,239000
"Lebanon","LBN",2019,216860
"Lebanon","LBN",2020,245150
"Lebanon","LBN",2021,233000
"Lebanon","LBN",2022,233949.56
"Lebanon","LBN",2023,235335.67
"Libya","LBY",1961,800
"Libya","LBY",1962,700
"Libya","LBY",1963,600
"Libya","LBY",1964,300
"Libya","LBY",1965,1240
"Libya","LBY",1966,1214
"Libya","LBY",1967,1236
"Libya","LBY",1968,1253
"Libya","LBY",1969,1403
"Libya","LBY",1970,1358
"Libya","LBY",1971,2419
"Libya","LBY",1972,1625
"Libya","LBY",1973,2327
"Libya","LBY",1974,1050
"Libya","LBY",1975,1667
"Libya","LBY",1976,2096
"Libya","LBY",1977,2635
"Libya","LBY",1978,2123
"Libya","LBY",1979,2662
"Libya","LBY",1980,2196
"Libya","LBY",1981,5000
"Libya","LBY",1982,7044
"Libya","LBY",1983,7232
"Libya","LBY",1984,7387
"Libya","LBY",1985,7600
"Libya","LBY",1986,7900
"Libya","LBY",1987,8000
"Libya","LBY",1988,8000
"Libya","LBY",1989,8500
"Libya","LBY",1990,8600
"Libya","LBY",1991,9000
"Libya","LBY",1992,9200
"Libya","LBY",1993,9400
"Libya","LBY",1994,20000
"Libya","LBY",1995,31000
"Libya","LBY",1996,42000
"Libya","LBY",1997,40000
"Libya","LBY",1998,35486.63
"Libya","LBY",1999,31910
"Libya","LBY",2000,4500
"Libya","LBY",2001,5000
"Libya","LBY",2002,20000
"Libya","LBY",2003,20383.54
"Libya","LBY",2004,20000
"Libya","LBY",2005,19395.96
"Libya","LBY",2006,20000
"Libya","LBY",2007,20000
"Libya","LBY",2008,20000
"Libya","LBY",2009,20000
"Libya","LBY",2010,22000
"Libya","LBY",2011,20500
"Libya","LBY",2012,20500
"Libya","LBY",2013,20500
"Libya","LBY",2014,17460
"Libya","LBY",2015,14129.09
"Libya","LBY",2016,17363.03
"Libya","LBY",2017,16317.37
"Libya","LBY",2018,8460
"Libya","LBY",2019,8430
"Libya","LBY",2020,16260
"Libya","LBY",2021,16250
"Libya","LBY",2022,15034.22
"Libya","LBY",2023,9000.88
"Lithuania","LTU",1992,96000
"Lithuania","LTU",1993,195200
"Lithuania","LTU",1994,41000
"Lithuania","LTU",1995,108400
"Lithuania","LTU",1996,73000
"Lithuania","LTU",1997,229100
"Lithuania","LTU",1998,94000
"Lithuania","LTU",1999,1e+05
"Lithuania","LTU",2000,98600
"Lithuania","LTU",2001,151100
"Lithuania","LTU",2002,80000
"Lithuania","LTU",2003,97493
"Lithuania","LTU",2004,33951
"Lithuania","LTU",2005,96533
"Lithuania","LTU",2006,99481
"Lithuania","LTU",2007,40619
"Lithuania","LTU",2008,74251
"Lithuania","LTU",2009,53259
"Lithuania","LTU",2010,34020
"Lithuania","LTU",2011,49099
"Lithuania","LTU",2012,72497
"Lithuania","LTU",2013,62586
"Lithuania","LTU",2014,60177
"Lithuania","LTU",2015,73583
"Lithuania","LTU",2016,65579
"Lithuania","LTU",2017,87367
"Lithuania","LTU",2018,80680
"Lithuania","LTU",2019,32070
"Lithuania","LTU",2020,51880
"Lithuania","LTU",2021,36440
"Lithuania","LTU",2022,51420
"Lithuania","LTU",2023,38420
"Low Income Food Deficit Countries (FAO)",NA,1961,125300
"Low Income Food Deficit Countries (FAO)",NA,1962,143400
"Low Income Food Deficit Countries (FAO)",NA,1963,138700
"Low Income Food Deficit Countries (FAO)",NA,1964,140100
"Low Income Food Deficit Countries (FAO)",NA,1965,153200
"Low Income Food Deficit Countries (FAO)",NA,1966,162800
"Low Income Food Deficit Countries (FAO)",NA,1967,159800
"Low Income Food Deficit Countries (FAO)",NA,1968,174696
"Low Income Food Deficit Countries (FAO)",NA,1969,177796
"Low Income Food Deficit Countries (FAO)",NA,1970,166350
"Low Income Food Deficit Countries (FAO)",NA,1971,234547
"Low Income Food Deficit Countries (FAO)",NA,1972,278113
"Low Income Food Deficit Countries (FAO)",NA,1973,330704
"Low Income Food Deficit Countries (FAO)",NA,1974,369722
"Low Income Food Deficit Countries (FAO)",NA,1975,416696
"Low Income Food Deficit Countries (FAO)",NA,1976,467464
"Low Income Food Deficit Countries (FAO)",NA,1977,483792
"Low Income Food Deficit Countries (FAO)",NA,1978,527524
"Low Income Food Deficit Countries (FAO)",NA,1979,545187
"Low Income Food Deficit Countries (FAO)",NA,1980,580985
"Low Income Food Deficit Countries (FAO)",NA,1981,615907
"Low Income Food Deficit Countries (FAO)",NA,1982,671235
"Low Income Food Deficit Countries (FAO)",NA,1983,690308
"Low Income Food Deficit Countries (FAO)",NA,1984,720514
"Low Income Food Deficit Countries (FAO)",NA,1985,735348
"Low Income Food Deficit Countries (FAO)",NA,1986,776330
"Low Income Food Deficit Countries (FAO)",NA,1987,785723
"Low Income Food Deficit Countries (FAO)",NA,1988,865914
"Low Income Food Deficit Countries (FAO)",NA,1989,863421
"Low Income Food Deficit Countries (FAO)",NA,1990,909465
"Low Income Food Deficit Countries (FAO)",NA,1991,933242.4
"Low Income Food Deficit Countries (FAO)",NA,1992,1541435
"Low Income Food Deficit Countries (FAO)",NA,1993,1272194
"Low Income Food Deficit Countries (FAO)",NA,1994,1331219
"Low Income Food Deficit Countries (FAO)",NA,1995,1357983.6
"Low Income Food Deficit Countries (FAO)",NA,1996,1511123.2
"Low Income Food Deficit Countries (FAO)",NA,1997,1459467.5
"Low Income Food Deficit Countries (FAO)",NA,1998,1509788.8
"Low Income Food Deficit Countries (FAO)",NA,1999,1407492.5
"Low Income Food Deficit Countries (FAO)",NA,2000,1726092.2
"Low Income Food Deficit Countries (FAO)",NA,2001,1669089.4
"Low Income Food Deficit Countries (FAO)",NA,2002,1605724.9
"Low Income Food Deficit Countries (FAO)",NA,2003,1557978.5
"Low Income Food Deficit Countries (FAO)",NA,2004,1681006.9
"Low Income Food Deficit Countries (FAO)",NA,2005,1661414
"Low Income Food Deficit Countries (FAO)",NA,2006,1958495.2
"Low Income Food Deficit Countries (FAO)",NA,2007,1780632.1
"Low Income Food Deficit Countries (FAO)",NA,2008,2008117.5
"Low Income Food Deficit Countries (FAO)",NA,2009,2090824.8
"Low Income Food Deficit Countries (FAO)",NA,2010,2219508.8
"Low Income Food Deficit Countries (FAO)",NA,2011,2278156.2
"Low Income Food Deficit Countries (FAO)",NA,2012,2470722
"Low Income Food Deficit Countries (FAO)",NA,2013,2454159.2
"Low Income Food Deficit Countries (FAO)",NA,2014,2681883.5
"Low Income Food Deficit Countries (FAO)",NA,2015,2668863.5
"Low Income Food Deficit Countries (FAO)",NA,2016,3262221.2
"Low Income Food Deficit Countries (FAO)",NA,2017,2720434.5
"Low Income Food Deficit Countries (FAO)",NA,2018,3050001.8
"Low Income Food Deficit Countries (FAO)",NA,2019,2894879
"Low Income Food Deficit Countries (FAO)",NA,2020,2944220.5
"Low Income Food Deficit Countries (FAO)",NA,2021,3137523
"Low Income Food Deficit Countries (FAO)",NA,2022,3251994.5
"Low Income Food Deficit Countries (FAO)",NA,2023,3218055.2
"Low-income countries",NA,1961,124100
"Low-income countries",NA,1962,142100
"Low-income countries",NA,1963,137100
"Low-income countries",NA,1964,138400
"Low-income countries",NA,1965,151400
"Low-income countries",NA,1966,160800
"Low-income countries",NA,1967,157600
"Low-income countries",NA,1968,172396
"Low-income countries",NA,1969,175396
"Low-income countries",NA,1970,163850
"Low-income countries",NA,1971,231947
"Low-income countries",NA,1972,275413
"Low-income countries",NA,1973,327904
"Low-income countries",NA,1974,366822
"Low-income countries",NA,1975,413696
"Low-income countries",NA,1976,464364
"Low-income countries",NA,1977,480592
"Low-income countries",NA,1978,523882
"Low-income countries",NA,1979,541931
"Low-income countries",NA,1980,577339
"Low-income countries",NA,1981,611301
"Low-income countries",NA,1982,666235
"Low-income countries",NA,1983,684842
"Low-income countries",NA,1984,715668
"Low-income countries",NA,1985,730218
"Low-income countries",NA,1986,770242
"Low-income countries",NA,1987,779649
"Low-income countries",NA,1988,858973
"Low-income countries",NA,1989,856320
"Low-income countries",NA,1990,873120
"Low-income countries",NA,1991,890182.4
"Low-income countries",NA,1992,948176
"Low-income countries",NA,1993,859654
"Low-income countries",NA,1994,898919
"Low-income countries",NA,1995,881690.7
"Low-income countries",NA,1996,966056.2
"Low-income countries",NA,1997,1028279.5
"Low-income countries",NA,1998,1042907.75
"Low-income countries",NA,1999,978402.1
"Low-income countries",NA,2000,989235.5
"Low-income countries",NA,2001,972096.25
"Low-income countries",NA,2002,918654.4
"Low-income countries",NA,2003,994870.7
"Low-income countries",NA,2004,1057645.8
"Low-income countries",NA,2005,1002505.75
"Low-income countries",NA,2006,1117558
"Low-income countries",NA,2007,1001886
"Low-income countries",NA,2008,1102153.1
"Low-income countries",NA,2009,1148663.1
"Low-income countries",NA,2010,1192591.1
"Low-income countries",NA,2011,1149408.8
"Low-income countries",NA,2012,1231514
"Low-income countries",NA,2013,1142183
"Low-income countries",NA,2014,1294658.2
"Low-income countries",NA,2015,1201754.9
"Low-income countries",NA,2016,1403635.5
"Low-income countries",NA,2017,1293517
"Low-income countries",NA,2018,1508579.9
"Low-income countries",NA,2019,1355877.1
"Low-income countries",NA,2020,1369350.4
"Low-income countries",NA,2021,1468611.5
"Low-income countries",NA,2022,1504044.2
"Low-income countries",NA,2023,1396103.6
"Lower-middle-income countries",NA,1961,317800
"Lower-middle-income countries",NA,1962,282221
"Lower-middle-income countries",NA,1963,273625
"Lower-middle-income countries",NA,1964,299985
"Lower-middle-income countries",NA,1965,274497
"Lower-middle-income countries",NA,1966,275710
"Lower-middle-income countries",NA,1967,351421
"Lower-middle-income countries",NA,1968,398957
"Lower-middle-income countries",NA,1969,349697
"Lower-middle-income countries",NA,1970,433736
"Lower-middle-income countries",NA,1971,595774
"Lower-middle-income countries",NA,1972,745857
"Lower-middle-income countries",NA,1973,794085
"Lower-middle-income countries",NA,1974,859940
"Lower-middle-income countries",NA,1975,753607
"Lower-middle-income countries",NA,1976,701457
"Lower-middle-income countries",NA,1977,773989
"Lower-middle-income countries",NA,1978,825716
"Lower-middle-income countries",NA,1979,1008651
"Lower-middle-income countries",NA,1980,984995
"Lower-middle-income countries",NA,1981,1143430
"Lower-middle-income countries",NA,1982,1347308
"Lower-middle-income countries",NA,1983,1388489
"Lower-middle-income countries",NA,1984,1417695
"Lower-middle-income countries",NA,1985,1489926
"Lower-middle-income countries",NA,1986,1793905
"Lower-middle-income countries",NA,1987,1507975
"Lower-middle-income countries",NA,1988,1743858
"Lower-middle-income countries",NA,1989,1918775
"Lower-middle-income countries",NA,1990,1922445
"Lower-middle-income countries",NA,1991,2099048
"Lower-middle-income countries",NA,1992,3061315
"Lower-middle-income countries",NA,1993,3262867.8
"Lower-middle-income countries",NA,1994,3219318.2
"Lower-middle-income countries",NA,1995,3414606.5
"Lower-middle-income countries",NA,1996,3590958.5
"Lower-middle-income countries",NA,1997,3606190.5
"Lower-middle-income countries",NA,1998,3502526
"Lower-middle-income countries",NA,1999,3386070.5
"Lower-middle-income countries",NA,2000,3489188.2
"Lower-middle-income countries",NA,2001,3407648
"Lower-middle-income countries",NA,2002,3469652.5
"Lower-middle-income countries",NA,2003,3735607.8
"Lower-middle-income countries",NA,2004,3931187
"Lower-middle-income countries",NA,2005,4113910.2
"Lower-middle-income countries",NA,2006,4246233
"Lower-middle-income countries",NA,2007,4097076
"Lower-middle-income countries",NA,2008,4581696
"Lower-middle-income countries",NA,2009,4513456
"Lower-middle-income countries",NA,2010,4597171
"Lower-middle-income countries",NA,2011,5914009.5
"Lower-middle-income countries",NA,2012,5309665
"Lower-middle-income countries",NA,2013,5344026.5
"Lower-middle-income countries",NA,2014,6015287
"Lower-middle-income countries",NA,2015,5957319
"Lower-middle-income countries",NA,2016,6746598.5
"Lower-middle-income countries",NA,2017,6244326
"Lower-middle-income countries",NA,2018,6233259.5
"Lower-middle-income countries",NA,2019,6332414.5
"Lower-middle-income countries",NA,2020,7016353.5
"Lower-middle-income countries",NA,2021,6814188
"Lower-middle-income countries",NA,2022,7320633
"Lower-middle-income countries",NA,2023,7663050.5
"Luxembourg","LUX",2000,11950
"Luxembourg","LUX",2001,4430
"Luxembourg","LUX",2002,11200
"Luxembourg","LUX",2003,3920
"Luxembourg","LUX",2004,10700
"Luxembourg","LUX",2005,3815
"Luxembourg","LUX",2006,9080
"Luxembourg","LUX",2007,2233
"Luxembourg","LUX",2008,3079
"Luxembourg","LUX",2009,2340
"Luxembourg","LUX",2010,2406
"Luxembourg","LUX",2011,2130
"Luxembourg","LUX",2012,1816
"Luxembourg","LUX",2013,1926
"Luxembourg","LUX",2014,2615
"Luxembourg","LUX",2015,2419
"Luxembourg","LUX",2016,1510
"Luxembourg","LUX",2017,983
"Luxembourg","LUX",2018,2080
"Luxembourg","LUX",2019,1930
"Luxembourg","LUX",2020,1380
"Luxembourg","LUX",2021,1010
"Luxembourg","LUX",2022,1380
"Luxembourg","LUX",2023,990
"Madagascar","MDG",1961,9000
"Madagascar","MDG",1962,9000
"Madagascar","MDG",1963,9000
"Madagascar","MDG",1964,10000
"Madagascar","MDG",1965,10000
"Madagascar","MDG",1966,12000
"Madagascar","MDG",1967,12000
"Madagascar","MDG",1968,4000
"Madagascar","MDG",1969,4000
"Madagascar","MDG",1970,4000
"Madagascar","MDG",1971,6286
"Madagascar","MDG",1972,6425
"Madagascar","MDG",1973,4225
"Madagascar","MDG",1974,4700
"Madagascar","MDG",1975,4235
"Madagascar","MDG",1976,2630
"Madagascar","MDG",1977,3890
"Madagascar","MDG",1978,3880
"Madagascar","MDG",1979,3915
"Madagascar","MDG",1980,5618
"Madagascar","MDG",1981,5375
"Madagascar","MDG",1982,5350
"Madagascar","MDG",1983,5410
"Madagascar","MDG",1984,5830
"Madagascar","MDG",1985,5870
"Madagascar","MDG",1986,5780
"Madagascar","MDG",1987,5660
"Madagascar","MDG",1988,6000
"Madagascar","MDG",1989,6200
"Madagascar","MDG",1990,6300
"Madagascar","MDG",1991,6200
"Madagascar","MDG",1992,6300
"Madagascar","MDG",1993,6400
"Madagascar","MDG",1994,6000
"Madagascar","MDG",1995,6300
"Madagascar","MDG",1996,6400
"Madagascar","MDG",1997,6500
"Madagascar","MDG",1998,6527.43
"Madagascar","MDG",1999,6600
"Madagascar","MDG",2000,6900
"Madagascar","MDG",2001,6876.5
"Madagascar","MDG",2002,6884.57
"Madagascar","MDG",2003,6907.67
"Madagascar","MDG",2004,6920.97
"Madagascar","MDG",2005,6934.43
"Madagascar","MDG",2006,7000
"Madagascar","MDG",2007,7100
"Madagascar","MDG",2008,7034.16
"Madagascar","MDG",2009,7038.55
"Madagascar","MDG",2010,7036.86
"Madagascar","MDG",2011,7029.8
"Madagascar","MDG",2012,7000
"Madagascar","MDG",2013,6900
"Madagascar","MDG",2014,6970.55
"Madagascar","MDG",2015,7119.07
"Madagascar","MDG",2016,7145.09
"Madagascar","MDG",2017,7119.12
"Madagascar","MDG",2018,7102.3
"Madagascar","MDG",2019,7100.13
"Madagascar","MDG",2020,7165.46
"Madagascar","MDG",2021,7148.57
"Madagascar","MDG",2022,7157.67
"Madagascar","MDG",2023,7166.77
"Malawi","MWI",2014,3203
"Malawi","MWI",2015,3308
"Malawi","MWI",2016,3313
"Malawi","MWI",2017,3447
"Malawi","MWI",2018,2639
"Malawi","MWI",2019,2978.38
"Malawi","MWI",2020,3131.65
"Malawi","MWI",2021,3160.7
"Malawi","MWI",2022,3161.2
"Malawi","MWI",2023,3161.7
"Malta","MLT",1961,100
"Malta","MLT",1962,100
"Malta","MLT",1963,100
"Malta","MLT",1964,110
"Malta","MLT",1965,110
"Malta","MLT",1966,225
"Malta","MLT",1967,235
"Malta","MLT",1968,260
"Malta","MLT",1969,220
"Malta","MLT",1970,234
"Malta","MLT",1971,466
"Malta","MLT",1972,470
"Malta","MLT",1973,540
"Malta","MLT",1974,290
"Malta","MLT",1975,430
"Malta","MLT",1976,230
"Malta","MLT",1977,140
"Malta","MLT",1978,200
"Malta","MLT",1979,360
"Malta","MLT",1980,390
"Malta","MLT",1981,300
"Malta","MLT",1982,370
"Malta","MLT",1983,400
"Malta","MLT",1984,400
"Malta","MLT",1985,400
"Malta","MLT",1986,410
"Malta","MLT",1987,420
"Malta","MLT",1988,420
"Malta","MLT",1989,430
"Malta","MLT",1990,435
"Malta","MLT",1991,440
"Malta","MLT",1992,300
"Malta","MLT",1993,200
"Malta","MLT",1994,150
"Malta","MLT",1995,150
"Malta","MLT",1996,300
"Malta","MLT",1997,331.7
"Malta","MLT",1998,111
"Malta","MLT",1999,87
"Malta","MLT",2000,66
"Malta","MLT",2001,55
"Malta","MLT",2002,33
"Malta","MLT",2003,12
"Malta","MLT",2004,32
"Malta","MLT",2005,66
"Malta","MLT",2006,102
"Malta","MLT",2007,63
"Malta","MLT",2008,57
"Malta","MLT",2009,57
"Malta","MLT",2010,51
"Malta","MLT",2011,42
"Malta","MLT",2012,27
"Malta","MLT",2013,35
"Malta","MLT",2014,39
"Malta","MLT",2015,28
"Malta","MLT",2016,16.39
"Malta","MLT",2017,21
"Malta","MLT",2018,20
"Malta","MLT",2019,10
"Malta","MLT",2020,10
"Malta","MLT",2021,10
"Malta","MLT",2022,10
"Malta","MLT",2023,10
"Mexico","MEX",1961,79723
"Mexico","MEX",1962,95429
"Mexico","MEX",1963,118820
"Mexico","MEX",1964,123501
"Mexico","MEX",1965,136238
"Mexico","MEX",1966,139805
"Mexico","MEX",1967,115131
"Mexico","MEX",1968,126411
"Mexico","MEX",1969,145485
"Mexico","MEX",1970,145615
"Mexico","MEX",1971,232565
"Mexico","MEX",1972,226897
"Mexico","MEX",1973,190339
"Mexico","MEX",1974,232313
"Mexico","MEX",1975,193987
"Mexico","MEX",1976,329431
"Mexico","MEX",1977,186667
"Mexico","MEX",1978,284535
"Mexico","MEX",1979,296633
"Mexico","MEX",1980,248810
"Mexico","MEX",1981,385552
"Mexico","MEX",1982,327706
"Mexico","MEX",1983,302445
"Mexico","MEX",1984,460935
"Mexico","MEX",1985,423071
"Mexico","MEX",1986,462297
"Mexico","MEX",1987,502849
"Mexico","MEX",1988,514944
"Mexico","MEX",1989,505959
"Mexico","MEX",1990,456538
"Mexico","MEX",1991,527373
"Mexico","MEX",1992,598230
"Mexico","MEX",1993,537774
"Mexico","MEX",1994,487698
"Mexico","MEX",1995,413223
"Mexico","MEX",1996,426713
"Mexico","MEX",1997,629277
"Mexico","MEX",1998,370244
"Mexico","MEX",1999,449867
"Mexico","MEX",2000,337974
"Mexico","MEX",2001,442679
"Mexico","MEX",2002,479613
"Mexico","MEX",2003,495217
"Mexico","MEX",2004,572906
"Mexico","MEX",2005,583994
"Mexico","MEX",2006,601915
"Mexico","MEX",2007,505078
"Mexico","MEX",2008,511988
"Mexico","MEX",2009,561493
"Mexico","MEX",2010,584655
"Mexico","MEX",2011,630533
"Mexico","MEX",2012,375045
"Mexico","MEX",2013,858608
"Mexico","MEX",2014,716864.9
"Mexico","MEX",2015,750324.9
"Mexico","MEX",2016,716930.5
"Mexico","MEX",2017,714149.25
"Mexico","MEX",2018,659691.75
"Mexico","MEX",2019,761483.4
"Mexico","MEX",2020,714203.2
"Mexico","MEX",2021,631766.8
"Mexico","MEX",2022,808906
"Mexico","MEX",2023,814533.5
"Moldova","MDA",1992,393500
"Moldova","MDA",1993,890000
"Moldova","MDA",1994,511500
"Moldova","MDA",1995,472574
"Moldova","MDA",1996,378400
"Moldova","MDA",1997,823200
"Moldova","MDA",1998,238000
"Moldova","MDA",1999,347993.8
"Moldova","MDA",2000,162369
"Moldova","MDA",2001,186908
"Moldova","MDA",2002,224035
"Moldova","MDA",2003,494300
"Moldova","MDA",2004,310100
"Moldova","MDA",2005,278421
"Moldova","MDA",2006,202790
"Moldova","MDA",2007,218189
"Moldova","MDA",2008,255086
"Moldova","MDA",2009,209594
"Moldova","MDA",2010,207903
"Moldova","MDA",2011,268842
"Moldova","MDA",2012,281849
"Moldova","MDA",2013,307246
"Moldova","MDA",2014,370024
"Moldova","MDA",2015,307660
"Moldova","MDA",2016,411768
"Moldova","MDA",2017,487161
"Moldova","MDA",2018,665184
"Moldova","MDA",2019,610921
"Moldova","MDA",2020,480368
"Moldova","MDA",2021,647669
"Moldova","MDA",2022,447722
"Moldova","MDA",2023,517613
"Montenegro","MNE",2006,2113.51
"Montenegro","MNE",2007,1907
"Montenegro","MNE",2008,1797
"Montenegro","MNE",2009,2877
"Montenegro","MNE",2010,2116
"Montenegro","MNE",2011,2651
"Montenegro","MNE",2012,2027
"Montenegro","MNE",2013,2518
"Montenegro","MNE",2014,2656
"Montenegro","MNE",2015,2817
"Montenegro","MNE",2016,1638.3
"Montenegro","MNE",2017,1346.8
"Montenegro","MNE",2018,1687.5
"Montenegro","MNE",2019,1487
"Montenegro","MNE",2020,1402
"Montenegro","MNE",2021,1517
"Montenegro","MNE",2022,1574.4
"Montenegro","MNE",2023,1504.14
"Morocco","MAR",1961,4000
"Morocco","MAR",1962,3000
"Morocco","MAR",1963,8000
"Morocco","MAR",1964,17199
"Morocco","MAR",1965,14654
"Morocco","MAR",1966,13855
"Morocco","MAR",1967,10000
"Morocco","MAR",1968,14000
"Morocco","MAR",1969,14000
"Morocco","MAR",1970,14000
"Morocco","MAR",1971,14000
"Morocco","MAR",1972,18000
"Morocco","MAR",1973,20000
"Morocco","MAR",1974,23000
"Morocco","MAR",1975,25000
"Morocco","MAR",1976,30000
"Morocco","MAR",1977,40000
"Morocco","MAR",1978,50000
"Morocco","MAR",1979,60000
"Morocco","MAR",1980,70000
"Morocco","MAR",1981,80000
"Morocco","MAR",1982,1e+05
"Morocco","MAR",1983,1e+05
"Morocco","MAR",1984,1e+05
"Morocco","MAR",1985,120000
"Morocco","MAR",1986,120000
"Morocco","MAR",1987,150000
"Morocco","MAR",1988,236000
"Morocco","MAR",1989,295000
"Morocco","MAR",1990,221000
"Morocco","MAR",1991,248800
"Morocco","MAR",1992,278000
"Morocco","MAR",1993,424000
"Morocco","MAR",1994,270000
"Morocco","MAR",1995,309800
"Morocco","MAR",1996,343200
"Morocco","MAR",1997,384000
"Morocco","MAR",1998,284800
"Morocco","MAR",1999,303100
"Morocco","MAR",2000,300005
"Morocco","MAR",2001,227800
"Morocco","MAR",2002,372500
"Morocco","MAR",2003,275200
"Morocco","MAR",2004,396400
"Morocco","MAR",2005,308500
"Morocco","MAR",2006,374000
"Morocco","MAR",2007,426816
"Morocco","MAR",2008,404310
"Morocco","MAR",2009,422572
"Morocco","MAR",2010,444861
"Morocco","MAR",2011,512407
"Morocco","MAR",2012,485642
"Morocco","MAR",2013,583230.44
"Morocco","MAR",2014,536198.8
"Morocco","MAR",2015,674153.3
"Morocco","MAR",2016,406379.1
"Morocco","MAR",2017,820547.1
"Morocco","MAR",2018,696949.5
"Morocco","MAR",2019,809761.8
"Morocco","MAR",2020,778866.44
"Morocco","MAR",2021,889736
"Morocco","MAR",2022,922820.06
"Morocco","MAR",2023,860348.5
"Nepal","NPL",1990,30000
"Nepal","NPL",1991,34000
"Nepal","NPL",1992,30000
"Nepal","NPL",1993,29000
"Nepal","NPL",1994,30000
"Nepal","NPL",1995,32000
"Nepal","NPL",1996,20000
"Nepal","NPL",1997,25500
"Nepal","NPL",1998,29345
"Nepal","NPL",1999,36464
"Nepal","NPL",2000,31197
"Nepal","NPL",2001,32000
"Nepal","NPL",2002,32307
"Nepal","NPL",2003,33050
"Nepal","NPL",2004,34036
"Nepal","NPL",2005,35130
"Nepal","NPL",2006,33336
"Nepal","NPL",2007,34546
"Nepal","NPL",2008,36396
"Nepal","NPL",2009,39134
"Nepal","NPL",2010,41754
"Nepal","NPL",2011,42704
"Nepal","NPL",2012,48946
"Nepal","NPL",2013,42814
"Nepal","NPL",2014,35920.66
"Nepal","NPL",2015,43502.05
"Nepal","NPL",2016,41011.05
"Nepal","NPL",2017,19850.2
"Nepal","NPL",2018,28895
"Nepal","NPL",2019,31386
"Nepal","NPL",2020,45205
"Nepal","NPL",2021,47865
"Nepal","NPL",2022,49989
"Nepal","NPL",2023,52783.82
"Net Food Importing Developing Countries (FAO)",NA,1961,126230
"Net Food Importing Developing Countries (FAO)",NA,1962,121556
"Net Food Importing Developing Countries (FAO)",NA,1963,137660
"Net Food Importing Developing Countries (FAO)",NA,1964,156225
"Net Food Importing Developing Countries (FAO)",NA,1965,156438
"Net Food Importing Developing Countries (FAO)",NA,1966,173450
"Net Food Importing Developing Countries (FAO)",NA,1967,173049
"Net Food Importing Developing Countries (FAO)",NA,1968,150149
"Net Food Importing Developing Countries (FAO)",NA,1969,160896
"Net Food Importing Developing Countries (FAO)",NA,1970,172039
"Net Food Importing Developing Countries (FAO)",NA,1971,172380
"Net Food Importing Developing Countries (FAO)",NA,1972,180382
"Net Food Importing Developing Countries (FAO)",NA,1973,199282
"Net Food Importing Developing Countries (FAO)",NA,1974,211315
"Net Food Importing Developing Countries (FAO)",NA,1975,221855
"Net Food Importing Developing Countries (FAO)",NA,1976,236209
"Net Food Importing Developing Countries (FAO)",NA,1977,250315
"Net Food Importing Developing Countries (FAO)",NA,1978,281180
"Net Food Importing Developing Countries (FAO)",NA,1979,300914
"Net Food Importing Developing Countries (FAO)",NA,1980,317883
"Net Food Importing Developing Countries (FAO)",NA,1981,357470
"Net Food Importing Developing Countries (FAO)",NA,1982,395082
"Net Food Importing Developing Countries (FAO)",NA,1983,392323
"Net Food Importing Developing Countries (FAO)",NA,1984,423805
"Net Food Importing Developing Countries (FAO)",NA,1985,472906
"Net Food Importing Developing Countries (FAO)",NA,1986,526799
"Net Food Importing Developing Countries (FAO)",NA,1987,594502
"Net Food Importing Developing Countries (FAO)",NA,1988,693635
"Net Food Importing Developing Countries (FAO)",NA,1989,783633
"Net Food Importing Developing Countries (FAO)",NA,1990,757216
