"Entity","Code","Year","wheat__00000015__production__005510__tonnes"
"Mongolia","MNG",2000,138722
"Mongolia","MNG",2001,138700
"Mongolia","MNG",2002,123064
"Mongolia","MNG",2003,160362
"Mongolia","MNG",2004,135622
"Mongolia","MNG",2005,73419
"Mongolia","MNG",2006,127757
"Mongolia","MNG",2007,109560
"Mongolia","MNG",2008,209830
"Mongolia","MNG",2009,388122
"Mongolia","MNG",2010,345458
"Mongolia","MNG",2011,435889
"Mongolia","MNG",2012,465294
"Mongolia","MNG",2013,368379
"Mongolia","MNG",2014,494540
"Mongolia","MNG",2015,206508
"Mongolia","MNG",2016,467052.78
"Mongolia","MNG",2017,231364.34
"Mongolia","MNG",2018,436114.88
"Mongolia","MNG",2019,411414.78
"Mongolia","MNG",2020,406129.12
"Mongolia","MNG",2021,566273
"Mongolia","MNG",2022,401903.44
"Mongolia","MNG",2023,443415.6
"Montenegro","MNE",2006,2497
"Montenegro","MNE",2007,752
"Montenegro","MNE",2008,1096
"Montenegro","MNE",2009,1155
"Montenegro","MNE",2010,946
"Montenegro","MNE",2011,1614
"Montenegro","MNE",2012,1444
"Montenegro","MNE",2013,2300.9
"Montenegro","MNE",2014,2159
"Montenegro","MNE",2015,2111
"Montenegro","MNE",2016,2353.8
"Montenegro","MNE",2017,2462.5
"Montenegro","MNE",2018,2466.9
"Montenegro","MNE",2019,2147
"Montenegro","MNE",2020,2239
"Montenegro","MNE",2021,2055
"Montenegro","MNE",2022,2047.9
"Montenegro","MNE",2023,2221.84
"Morocco","MAR",1961,720000
"Morocco","MAR",1962,1500000
"Morocco","MAR",1963,1440000
"Morocco","MAR",1964,1440000
"Morocco","MAR",1965,1580000
"Morocco","MAR",1966,1150000
"Morocco","MAR",1967,1506500
"Morocco","MAR",1968,2550000
"Morocco","MAR",1969,1469000
"Morocco","MAR",1970,1800500
"Morocco","MAR",1971,2188100
"Morocco","MAR",1972,2160770
"Morocco","MAR",1973,1574000
"Morocco","MAR",1974,1853000
"Morocco","MAR",1975,1574820
"Morocco","MAR",1976,2188940
"Morocco","MAR",1977,1287600
"Morocco","MAR",1978,1876450
"Morocco","MAR",1979,1796000
"Morocco","MAR",1980,1811000
"Morocco","MAR",1981,892000
"Morocco","MAR",1982,2183400
"Morocco","MAR",1983,1970200
"Morocco","MAR",1984,1989480
"Morocco","MAR",1985,2358000
"Morocco","MAR",1986,3809100
"Morocco","MAR",1987,2427360
"Morocco","MAR",1988,4019340
"Morocco","MAR",1989,3926960
"Morocco","MAR",1990,3613890
"Morocco","MAR",1991,4938920
"Morocco","MAR",1992,1562160
"Morocco","MAR",1993,1573020
"Morocco","MAR",1994,5523210
"Morocco","MAR",1995,1090710
"Morocco","MAR",1996,5915790
"Morocco","MAR",1997,2316490
"Morocco","MAR",1998,4378480
"Morocco","MAR",1999,2153540
"Morocco","MAR",2000,1380700
"Morocco","MAR",2001,3316380
"Morocco","MAR",2002,3358680
"Morocco","MAR",2003,5146840
"Morocco","MAR",2004,5539840
"Morocco","MAR",2005,3043080
"Morocco","MAR",2006,6326760
"Morocco","MAR",2007,1582630
"Morocco","MAR",2008,3769450
"Morocco","MAR",2009,6371430
"Morocco","MAR",2010,4876140
"Morocco","MAR",2011,6017821
"Morocco","MAR",2012,3878000
"Morocco","MAR",2013,6933982.5
"Morocco","MAR",2014,5115884
"Morocco","MAR",2015,8074659
"Morocco","MAR",2016,2731123
"Morocco","MAR",2017,7090817
"Morocco","MAR",2018,7320620
"Morocco","MAR",2019,4025302.5
"Morocco","MAR",2020,2561897.5
"Morocco","MAR",2021,7543848
"Morocco","MAR",2022,2707652.2
"Morocco","MAR",2023,4158471.5
"Mozambique","MOZ",1961,8800
"Mozambique","MOZ",1962,6000
"Mozambique","MOZ",1963,14000
"Mozambique","MOZ",1964,8000
"Mozambique","MOZ",1965,10000
"Mozambique","MOZ",1966,11000
"Mozambique","MOZ",1967,8624
"Mozambique","MOZ",1968,9202
"Mozambique","MOZ",1969,5200
"Mozambique","MOZ",1970,9202
"Mozambique","MOZ",1971,13600
"Mozambique","MOZ",1972,9000
"Mozambique","MOZ",1973,8000
"Mozambique","MOZ",1974,6000
"Mozambique","MOZ",1975,3000
"Mozambique","MOZ",1976,3000
"Mozambique","MOZ",1977,2000
"Mozambique","MOZ",1978,3000
"Mozambique","MOZ",1979,2523
"Mozambique","MOZ",1980,3000
"Mozambique","MOZ",1981,10000
"Mozambique","MOZ",1982,8000
"Mozambique","MOZ",1983,6000
"Mozambique","MOZ",1984,6000
"Mozambique","MOZ",1985,5000
"Mozambique","MOZ",1986,5000
"Mozambique","MOZ",1987,3000
"Mozambique","MOZ",1988,5000
"Mozambique","MOZ",1989,5000
"Mozambique","MOZ",1990,6862
"Mozambique","MOZ",1991,3000
"Mozambique","MOZ",1992,2000
"Mozambique","MOZ",1993,1721.14
"Mozambique","MOZ",1994,1481.67
"Mozambique","MOZ",1995,1349.22
"Mozambique","MOZ",1996,1290.74
"Mozambique","MOZ",1997,1066.48
"Mozambique","MOZ",1998,1210.58
"Mozambique","MOZ",1999,1429.09
"Mozambique","MOZ",2000,1500
"Mozambique","MOZ",2001,2000
"Mozambique","MOZ",2002,2700
"Mozambique","MOZ",2003,3800
"Mozambique","MOZ",2004,5000
"Mozambique","MOZ",2005,6200
"Mozambique","MOZ",2006,8400
"Mozambique","MOZ",2007,10000
"Mozambique","MOZ",2008,12500
"Mozambique","MOZ",2009,15000
"Mozambique","MOZ",2010,17870
"Mozambique","MOZ",2011,20350
"Mozambique","MOZ",2012,17653
"Mozambique","MOZ",2013,19800
"Mozambique","MOZ",2014,20710
"Mozambique","MOZ",2015,20280
"Mozambique","MOZ",2016,17088
"Mozambique","MOZ",2017,17100
"Mozambique","MOZ",2018,17000
"Mozambique","MOZ",2019,18000
"Mozambique","MOZ",2020,15000
"Mozambique","MOZ",2021,15000
"Mozambique","MOZ",2022,16000
"Mozambique","MOZ",2023,16000
"Myanmar","MMR",1961,7436
"Myanmar","MMR",1962,14811
"Myanmar","MMR",1963,32435
"Myanmar","MMR",1964,54168
"Myanmar","MMR",1965,71773
"Myanmar","MMR",1966,96277
"Myanmar","MMR",1967,66790
"Myanmar","MMR",1968,51149
"Myanmar","MMR",1969,25846
"Myanmar","MMR",1970,33420
"Myanmar","MMR",1971,40099
"Myanmar","MMR",1972,26904
"Myanmar","MMR",1973,26695
"Myanmar","MMR",1974,24654
"Myanmar","MMR",1975,63570
"Myanmar","MMR",1976,56556
"Myanmar","MMR",1977,76393
"Myanmar","MMR",1978,93692
"Myanmar","MMR",1979,41640
"Myanmar","MMR",1980,90852
"Myanmar","MMR",1981,116763
"Myanmar","MMR",1982,123913
"Myanmar","MMR",1983,130041
"Myanmar","MMR",1984,213557
"Myanmar","MMR",1985,206272
"Myanmar","MMR",1986,189934
"Myanmar","MMR",1987,191755
"Myanmar","MMR",1988,156866
"Myanmar","MMR",1989,130138
"Myanmar","MMR",1990,124167
"Myanmar","MMR",1991,141100
"Myanmar","MMR",1992,136400
"Myanmar","MMR",1993,106900
"Myanmar","MMR",1994,87700
"Myanmar","MMR",1995,76700
"Myanmar","MMR",1996,85400
"Myanmar","MMR",1997,90700
"Myanmar","MMR",1998,92000
"Myanmar","MMR",1999,115300
"Myanmar","MMR",2000,92100
"Myanmar","MMR",2001,94400
"Myanmar","MMR",2002,105700
"Myanmar","MMR",2003,122400
"Myanmar","MMR",2004,150000
"Myanmar","MMR",2005,156200
"Myanmar","MMR",2006,140200
"Myanmar","MMR",2007,155300
"Myanmar","MMR",2008,170400
"Myanmar","MMR",2009,179200
"Myanmar","MMR",2010,181000
"Myanmar","MMR",2011,169800
"Myanmar","MMR",2012,177600
"Myanmar","MMR",2013,182900
"Myanmar","MMR",2014,182400
"Myanmar","MMR",2015,179300
"Myanmar","MMR",2016,102636
"Myanmar","MMR",2017,123251.86
"Myanmar","MMR",2018,115995.52
"Myanmar","MMR",2019,110663
"Myanmar","MMR",2020,105457
"Myanmar","MMR",2021,99607
"Myanmar","MMR",2022,96723
"Myanmar","MMR",2023,80000
"Namibia","NAM",1961,592
"Namibia","NAM",1962,482
"Namibia","NAM",1963,600
"Namibia","NAM",1964,600
"Namibia","NAM",1965,700
"Namibia","NAM",1966,600
"Namibia","NAM",1967,600
"Namibia","NAM",1968,600
"Namibia","NAM",1969,700
"Namibia","NAM",1970,700
"Namibia","NAM",1971,700
"Namibia","NAM",1972,700
"Namibia","NAM",1973,700
"Namibia","NAM",1974,800
"Namibia","NAM",1975,800
"Namibia","NAM",1976,800
"Namibia","NAM",1977,800
"Namibia","NAM",1978,800
"Namibia","NAM",1979,1000
"Namibia","NAM",1980,1500
"Namibia","NAM",1981,2000
"Namibia","NAM",1982,2500
"Namibia","NAM",1983,3000
"Namibia","NAM",1984,3500
"Namibia","NAM",1985,4000
"Namibia","NAM",1986,5922
"Namibia","NAM",1987,4960
"Namibia","NAM",1988,4609
"Namibia","NAM",1989,4380
"Namibia","NAM",1990,4425
"Namibia","NAM",1991,5900
"Namibia","NAM",1992,3116
"Namibia","NAM",1993,5700
"Namibia","NAM",1994,6300
"Namibia","NAM",1995,6400
"Namibia","NAM",1996,5700
"Namibia","NAM",1997,5721
"Namibia","NAM",1998,5274
"Namibia","NAM",1999,3644
"Namibia","NAM",2000,3429
"Namibia","NAM",2001,6119
"Namibia","NAM",2002,10489
"Namibia","NAM",2003,10289
"Namibia","NAM",2004,8262
"Namibia","NAM",2005,11015
"Namibia","NAM",2006,12858
"Namibia","NAM",2007,12163
"Namibia","NAM",2008,14581
"Namibia","NAM",2009,12448
"Namibia","NAM",2010,13397.33
"Namibia","NAM",2011,16300
"Namibia","NAM",2012,14500
"Namibia","NAM",2013,15000
"Namibia","NAM",2014,10000
"Namibia","NAM",2015,10147.71
"Namibia","NAM",2016,9822
"Namibia","NAM",2017,6094
"Namibia","NAM",2018,6094
"Namibia","NAM",2019,6100
"Namibia","NAM",2020,11498
"Namibia","NAM",2021,11498
"Namibia","NAM",2022,18489
"Namibia","NAM",2023,24696
"Nepal","NPL",1961,135000
"Nepal","NPL",1962,138000
"Nepal","NPL",1963,137578
"Nepal","NPL",1964,138500
"Nepal","NPL",1965,126000
"Nepal","NPL",1966,147000
"Nepal","NPL",1967,159000
"Nepal","NPL",1968,204957
"Nepal","NPL",1969,232780
"Nepal","NPL",1970,264670
"Nepal","NPL",1971,193360
"Nepal","NPL",1972,223194
"Nepal","NPL",1973,312494
"Nepal","NPL",1974,308389
"Nepal","NPL",1975,330815
"Nepal","NPL",1976,387007
"Nepal","NPL",1977,361853
"Nepal","NPL",1978,411270
"Nepal","NPL",1979,415230
"Nepal","NPL",1980,439990
"Nepal","NPL",1981,477190
"Nepal","NPL",1982,525930
"Nepal","NPL",1983,656630
"Nepal","NPL",1984,633700
"Nepal","NPL",1985,533720
"Nepal","NPL",1986,598000
"Nepal","NPL",1987,701040
"Nepal","NPL",1988,744600
"Nepal","NPL",1989,830050
"Nepal","NPL",1990,854960
"Nepal","NPL",1991,835970
"Nepal","NPL",1992,761960
"Nepal","NPL",1993,765000
"Nepal","NPL",1994,898892
"Nepal","NPL",1995,914000
"Nepal","NPL",1996,1012930
"Nepal","NPL",1997,1072000
"Nepal","NPL",1998,1000770
"Nepal","NPL",1999,1086480
"Nepal","NPL",2000,1183530
"Nepal","NPL",2001,1157865
"Nepal","NPL",2002,1258045
"Nepal","NPL",2003,1344192
"Nepal","NPL",2004,1387191
"Nepal","NPL",2005,1442442
"Nepal","NPL",2006,1394126
"Nepal","NPL",2007,1515139
"Nepal","NPL",2008,1572065
"Nepal","NPL",2009,1343862
"Nepal","NPL",2010,1556539
"Nepal","NPL",2011,1745811
"Nepal","NPL",2012,1846142
"Nepal","NPL",2013,1727346
"Nepal","NPL",2014,1883147
"Nepal","NPL",2015,1975625
"Nepal","NPL",2016,1736848.6
"Nepal","NPL",2017,1879191.5
"Nepal","NPL",2018,1949001
"Nepal","NPL",2019,2005665
"Nepal","NPL",2020,2185289
"Nepal","NPL",2021,2127276
"Nepal","NPL",2022,2144568
"Nepal","NPL",2023,2098462.2
"Net Food Importing Developing Countries (FAO)",NA,1961,10213766
"Net Food Importing Developing Countries (FAO)",NA,1962,11710201
"Net Food Importing Developing Countries (FAO)",NA,1963,11567410
"Net Food Importing Developing Countries (FAO)",NA,1964,12016108
"Net Food Importing Developing Countries (FAO)",NA,1965,12577464
"Net Food Importing Developing Countries (FAO)",NA,1966,11088178
"Net Food Importing Developing Countries (FAO)",NA,1967,12038643
"Net Food Importing Developing Countries (FAO)",NA,1968,15433450
"Net Food Importing Developing Countries (FAO)",NA,1969,14396335
"Net Food Importing Developing Countries (FAO)",NA,1970,15402653
"Net Food Importing Developing Countries (FAO)",NA,1971,15361982
"Net Food Importing Developing Countries (FAO)",NA,1972,16334048
"Net Food Importing Developing Countries (FAO)",NA,1973,16674553
"Net Food Importing Developing Countries (FAO)",NA,1974,17406536
"Net Food Importing Developing Countries (FAO)",NA,1975,17512366
"Net Food Importing Developing Countries (FAO)",NA,1976,18976428
"Net Food Importing Developing Countries (FAO)",NA,1977,18065292
"Net Food Importing Developing Countries (FAO)",NA,1978,18196940
"Net Food Importing Developing Countries (FAO)",NA,1979,19381292
"Net Food Importing Developing Countries (FAO)",NA,1980,20862996
"Net Food Importing Developing Countries (FAO)",NA,1981,21201670
"Net Food Importing Developing Countries (FAO)",NA,1982,22349284
"Net Food Importing Developing Countries (FAO)",NA,1983,23581556
"Net Food Importing Developing Countries (FAO)",NA,1984,21443880
"Net Food Importing Developing Countries (FAO)",NA,1985,23694342
"Net Food Importing Developing Countries (FAO)",NA,1986,26360668
"Net Food Importing Developing Countries (FAO)",NA,1987,25028828
"Net Food Importing Developing Countries (FAO)",NA,1988,26190516
"Net Food Importing Developing Countries (FAO)",NA,1989,28323132
"Net Food Importing Developing Countries (FAO)",NA,1990,29490324
"Net Food Importing Developing Countries (FAO)",NA,1991,32245934
"Net Food Importing Developing Countries (FAO)",NA,1992,29978738
"Net Food Importing Developing Countries (FAO)",NA,1993,30528976
"Net Food Importing Developing Countries (FAO)",NA,1994,32302570
"Net Food Importing Developing Countries (FAO)",NA,1995,31363014
"Net Food Importing Developing Countries (FAO)",NA,1996,38159276
"Net Food Importing Developing Countries (FAO)",NA,1997,33825084
"Net Food Importing Developing Countries (FAO)",NA,1998,39131120
"Net Food Importing Developing Countries (FAO)",NA,1999,35669550
"Net Food Importing Developing Countries (FAO)",NA,2000,36815910
"Net Food Importing Developing Countries (FAO)",NA,2001,37230820
"Net Food Importing Developing Countries (FAO)",NA,2002,37043404
"Net Food Importing Developing Countries (FAO)",NA,2003,42769012
"Net Food Importing Developing Countries (FAO)",NA,2004,42245116
"Net Food Importing Developing Countries (FAO)",NA,2005,45017372
"Net Food Importing Developing Countries (FAO)",NA,2006,46823300
"Net Food Importing Developing Countries (FAO)",NA,2007,45078172
"Net Food Importing Developing Countries (FAO)",NA,2008,42961932
"Net Food Importing Developing Countries (FAO)",NA,2009,53237900
"Net Food Importing Developing Countries (FAO)",NA,2010,48387068
"Net Food Importing Developing Countries (FAO)",NA,2011,52449520
"Net Food Importing Developing Countries (FAO)",NA,2012,51463948
"Net Food Importing Developing Countries (FAO)",NA,2013,55975524
"Net Food Importing Developing Countries (FAO)",NA,2014,56575624
"Net Food Importing Developing Countries (FAO)",NA,2015,58558500
"Net Food Importing Developing Countries (FAO)",NA,2016,52844692
"Net Food Importing Developing Countries (FAO)",NA,2017,57101270
"Net Food Importing Developing Countries (FAO)",NA,2018,55572428
"Net Food Importing Developing Countries (FAO)",NA,2019,53904468
"Net Food Importing Developing Countries (FAO)",NA,2020,54242364
"Net Food Importing Developing Countries (FAO)",NA,2021,61504500
"Net Food Importing Developing Countries (FAO)",NA,2022,54667012
"Net Food Importing Developing Countries (FAO)",NA,2023,57827948
"Netherlands","NLD",1961,482130
"Netherlands","NLD",1962,603062
"Netherlands","NLD",1963,530320
"Netherlands","NLD",1964,712060
"Netherlands","NLD",1965,704000
"Netherlands","NLD",1966,598000
"Netherlands","NLD",1967,738587
"Netherlands","NLD",1968,678971
"Netherlands","NLD",1969,677181
"Netherlands","NLD",1970,643219
"Netherlands","NLD",1971,705799
"Netherlands","NLD",1972,673482
"Netherlands","NLD",1973,724577
"Netherlands","NLD",1974,745883
"Netherlands","NLD",1975,527793
"Netherlands","NLD",1976,709585
"Netherlands","NLD",1977,661173
"Netherlands","NLD",1978,792250
"Netherlands","NLD",1979,835600
"Netherlands","NLD",1980,882174
"Netherlands","NLD",1981,882055
"Netherlands","NLD",1982,967300
"Netherlands","NLD",1983,1042914
"Netherlands","NLD",1984,1131329
"Netherlands","NLD",1985,851034
"Netherlands","NLD",1986,940129
"Netherlands","NLD",1987,768850
"Netherlands","NLD",1988,827139
"Netherlands","NLD",1989,1046770
"Netherlands","NLD",1990,1076000
"Netherlands","NLD",1991,944146
"Netherlands","NLD",1992,1016791
"Netherlands","NLD",1993,1035000
"Netherlands","NLD",1994,981000
"Netherlands","NLD",1995,1167000
"Netherlands","NLD",1996,1268900
"Netherlands","NLD",1997,1063000
"Netherlands","NLD",1998,1072000
"Netherlands","NLD",1999,851400
"Netherlands","NLD",2000,1142700
"Netherlands","NLD",2001,990700
"Netherlands","NLD",2002,1056640
"Netherlands","NLD",2003,1130100
"Netherlands","NLD",2004,1223900
"Netherlands","NLD",2005,1174686
"Netherlands","NLD",2006,1184400
"Netherlands","NLD",2007,1018000
"Netherlands","NLD",2008,1366162
"Netherlands","NLD",2009,1402040
"Netherlands","NLD",2010,1369553
"Netherlands","NLD",2011,1175275
"Netherlands","NLD",2012,1302002
"Netherlands","NLD",2013,1335105
"Netherlands","NLD",2014,1304054
"Netherlands","NLD",2015,1300085
"Netherlands","NLD",2016,1016479
"Netherlands","NLD",2017,1054151
"Netherlands","NLD",2018,961920
"Netherlands","NLD",2019,1130530
"Netherlands","NLD",2020,931830
"Netherlands","NLD",2021,947250
"Netherlands","NLD",2022,1162860
"Netherlands","NLD",2023,1096820
"New Caledonia","NCL",1961,100
"New Caledonia","NCL",1962,100
"New Caledonia","NCL",1963,100
"New Caledonia","NCL",1964,100
"New Caledonia","NCL",1965,100
"New Caledonia","NCL",1966,100
"New Caledonia","NCL",1967,150
"New Caledonia","NCL",1968,86
"New Caledonia","NCL",1969,87
"New Caledonia","NCL",1970,100
"New Caledonia","NCL",1971,20
"New Caledonia","NCL",1972,50
"New Caledonia","NCL",1973,67
"New Caledonia","NCL",1974,65
"New Caledonia","NCL",1975,72
"New Caledonia","NCL",1976,50
"New Caledonia","NCL",1977,54
"New Caledonia","NCL",1978,60
"New Caledonia","NCL",1979,70
"New Caledonia","NCL",1980,250
"New Caledonia","NCL",1981,260
"New Caledonia","NCL",1982,580
"New Caledonia","NCL",1983,381
"New Caledonia","NCL",1984,244
"New Caledonia","NCL",1985,367
"New Caledonia","NCL",1986,572
"New Caledonia","NCL",1987,240
"New Caledonia","NCL",1988,66
"New Caledonia","NCL",1989,226
"New Caledonia","NCL",1990,150
"New Caledonia","NCL",1991,308
"New Caledonia","NCL",1992,223
"New Caledonia","NCL",1993,96
"New Caledonia","NCL",1994,137
"New Caledonia","NCL",1995,97
"New Caledonia","NCL",1996,102
"New Caledonia","NCL",1997,51
"New Caledonia","NCL",1998,79
"New Caledonia","NCL",1999,7
"New Caledonia","NCL",2000,0
"New Caledonia","NCL",2001,37
"New Caledonia","NCL",2002,0
"New Caledonia","NCL",2003,19
"New Caledonia","NCL",2004,45
"New Caledonia","NCL",2005,36
"New Caledonia","NCL",2006,0
"New Caledonia","NCL",2007,0
"New Caledonia","NCL",2008,0
"New Caledonia","NCL",2009,0
"New Caledonia","NCL",2010,0
"New Caledonia","NCL",2011,0
"New Caledonia","NCL",2012,20
"New Caledonia","NCL",2013,41
"New Caledonia","NCL",2014,0
"New Caledonia","NCL",2015,6.58
"New Caledonia","NCL",2016,8.48
"New Caledonia","NCL",2017,14.26
"New Caledonia","NCL",2018,4.4
"New Caledonia","NCL",2019,109
"New Caledonia","NCL",2020,53.6
"New Caledonia","NCL",2021,84.5
"New Caledonia","NCL",2022,5
"New Caledonia","NCL",2023,12.37
"New Zealand","NZL",1961,253349
"New Zealand","NZL",1962,213233
"New Zealand","NZL",1963,249188
"New Zealand","NZL",1964,273990
"New Zealand","NZL",1965,250320
"New Zealand","NZL",1966,291778
"New Zealand","NZL",1967,347760
"New Zealand","NZL",1968,442334
"New Zealand","NZL",1969,458642
"New Zealand","NZL",1970,287212
"New Zealand","NZL",1971,325646
"New Zealand","NZL",1972,388663
"New Zealand","NZL",1973,376111
"New Zealand","NZL",1974,214582
"New Zealand","NZL",1975,179874
"New Zealand","NZL",1976,388178
"New Zealand","NZL",1977,354035
"New Zealand","NZL",1978,328756
"New Zealand","NZL",1979,295028
"New Zealand","NZL",1980,305768
"New Zealand","NZL",1981,325723
"New Zealand","NZL",1982,292052
"New Zealand","NZL",1983,300825
"New Zealand","NZL",1984,314556
"New Zealand","NZL",1985,309591
"New Zealand","NZL",1986,379700
"New Zealand","NZL",1987,336823
"New Zealand","NZL",1988,205984
"New Zealand","NZL",1989,134994
"New Zealand","NZL",1990,188042
"New Zealand","NZL",1991,180690
"New Zealand","NZL",1992,191039
"New Zealand","NZL",1993,219414
"New Zealand","NZL",1994,241853
"New Zealand","NZL",1995,245173
"New Zealand","NZL",1996,277014
"New Zealand","NZL",1997,317000
"New Zealand","NZL",1998,302100
"New Zealand","NZL",1999,320000
"New Zealand","NZL",2000,326000
"New Zealand","NZL",2001,364000
"New Zealand","NZL",2002,301499
"New Zealand","NZL",2003,318916
"New Zealand","NZL",2004,255860
"New Zealand","NZL",2005,318947
"New Zealand","NZL",2006,261798
"New Zealand","NZL",2007,344434
"New Zealand","NZL",2008,343350
"New Zealand","NZL",2009,403463
"New Zealand","NZL",2010,444890
"New Zealand","NZL",2011,383262
"New Zealand","NZL",2012,488614
"New Zealand","NZL",2013,447799
"New Zealand","NZL",2014,413497
"New Zealand","NZL",2015,413533
"New Zealand","NZL",2016,459349
"New Zealand","NZL",2017,405182.3
"New Zealand","NZL",2018,371026.78
"New Zealand","NZL",2019,398092
"New Zealand","NZL",2020,453749
"New Zealand","NZL",2021,422831
"New Zealand","NZL",2022,402557
"New Zealand","NZL",2023,391615
"Niger","NER",1961,1000
"Niger","NER",1962,1126
"Niger","NER",1963,817
"Niger","NER",1964,930
"Niger","NER",1965,507
"Niger","NER",1966,681
"Niger","NER",1967,372
"Niger","NER",1968,400
"Niger","NER",1969,213
"Niger","NER",1970,390
"Niger","NER",1971,290
"Niger","NER",1972,370
"Niger","NER",1973,772
"Niger","NER",1974,1650
"Niger","NER",1975,1800
"Niger","NER",1976,1000
"Niger","NER",1977,1900
"Niger","NER",1978,2062
"Niger","NER",1979,980
"Niger","NER",1980,1000
"Niger","NER",1981,1700
"Niger","NER",1982,2200
"Niger","NER",1983,2500
"Niger","NER",1984,8330
"Niger","NER",1985,6900
"Niger","NER",1986,8000
"Niger","NER",1987,6000
"Niger","NER",1988,2000
"Niger","NER",1989,2400
"Niger","NER",1990,13000
"Niger","NER",1991,10400
"Niger","NER",1992,8400
"Niger","NER",1993,4400
"Niger","NER",1994,7200
"Niger","NER",1995,3100
"Niger","NER",1996,1700
"Niger","NER",1997,600
"Niger","NER",1998,12500
"Niger","NER",1999,12669
"Niger","NER",2000,10946
"Niger","NER",2001,6300
"Niger","NER",2002,3500
"Niger","NER",2003,3500
"Niger","NER",2004,6239.06
"Niger","NER",2005,9000
"Niger","NER",2006,7796
"Niger","NER",2007,7000
"Niger","NER",2008,8775
"Niger","NER",2009,6179.58
"Niger","NER",2010,5165.27
"Niger","NER",2011,1291
"Niger","NER",2012,3114
"Niger","NER",2013,5666
"Niger","NER",2014,1802
"Niger","NER",2015,8090
"Niger","NER",2016,8234.18
"Niger","NER",2017,6003.39
"Niger","NER",2018,4807.08
"Niger","NER",2019,4919.88
"Niger","NER",2020,5519.8
"Niger","NER",2021,5471.44
"Niger","NER",2022,5488.49
"Niger","NER",2023,5495.3
"Nigeria","NGA",1961,16000
"Nigeria","NGA",1962,16000
"Nigeria","NGA",1963,16000
"Nigeria","NGA",1964,20000
"Nigeria","NGA",1965,20000
"Nigeria","NGA",1966,20000
"Nigeria","NGA",1967,21000
"Nigeria","NGA",1968,20000
"Nigeria","NGA",1969,20000
"Nigeria","NGA",1970,19000
"Nigeria","NGA",1971,20000
"Nigeria","NGA",1972,20000
"Nigeria","NGA",1973,15000
"Nigeria","NGA",1974,18000
"Nigeria","NGA",1975,18000
"Nigeria","NGA",1976,18000
"Nigeria","NGA",1977,20000
"Nigeria","NGA",1978,20000
"Nigeria","NGA",1979,22000
"Nigeria","NGA",1980,24000
"Nigeria","NGA",1981,26000
"Nigeria","NGA",1982,26000
"Nigeria","NGA",1983,26000
"Nigeria","NGA",1984,27000
"Nigeria","NGA",1985,113000
"Nigeria","NGA",1986,132000
"Nigeria","NGA",1987,139000
"Nigeria","NGA",1988,50000
"Nigeria","NGA",1989,60000
"Nigeria","NGA",1990,50000
"Nigeria","NGA",1991,60000
"Nigeria","NGA",1992,40000
"Nigeria","NGA",1993,32600
"Nigeria","NGA",1994,35200
"Nigeria","NGA",1995,43600
"Nigeria","NGA",1996,47000
"Nigeria","NGA",1997,66000
"Nigeria","NGA",1998,98000
"Nigeria","NGA",1999,101000
"Nigeria","NGA",2000,73000
"Nigeria","NGA",2001,51000
"Nigeria","NGA",2002,54000
"Nigeria","NGA",2003,58000
"Nigeria","NGA",2004,62000
"Nigeria","NGA",2005,66000
"Nigeria","NGA",2006,71000
"Nigeria","NGA",2007,44000
"Nigeria","NGA",2008,53000
"Nigeria","NGA",2009,80000
"Nigeria","NGA",2010,110440.62
"Nigeria","NGA",2011,165000
"Nigeria","NGA",2012,1e+05
"Nigeria","NGA",2013,80000
"Nigeria","NGA",2014,91300
"Nigeria","NGA",2015,60000
"Nigeria","NGA",2016,60000
"Nigeria","NGA",2017,82758
"Nigeria","NGA",2018,88362
"Nigeria","NGA",2019,86900
"Nigeria","NGA",2020,55000
"Nigeria","NGA",2021,36944
"Nigeria","NGA",2022,34427.11
"Nigeria","NGA",2023,52757.03
"North America",NA,1961,42679376
"North America",NA,1962,46599090
"North America",NA,1963,52642184
"North America",NA,1964,53516730
"North America",NA,1965,55657056
"North America",NA,1966,59708236
"North America",NA,1967,59322188
"North America",NA,1968,62168844
"North America",NA,1969,59889610
"North America",NA,1970,48521412
"North America",NA,1971,60334664
"North America",NA,1972,58452030
"North America",NA,1973,64858604
"North America",NA,1974,64640470
"North America",NA,1975,77811160
"North America",NA,1976,85480060
"North America",NA,1977,78041290
"North America",NA,1978,72304740
"North America",NA,1979,77620570
"North America",NA,1980,86935250
"North America",NA,1981,103857540
"North America",NA,1982,106407020
"North America",NA,1983,95856456
"North America",NA,1984,96402500
"North America",NA,1985,95495720
"North America",NA,1986,93097760
"North America",NA,1987,87768264
"North America",NA,1988,68948700
"North America",NA,1989,84643870
"North America",NA,1990,110355720
"North America",NA,1991,89919800
"North America",NA,1992,100657180
"North America",NA,1993,96085460
"North America",NA,1994,90265270
"North America",NA,1995,87888520
"North America",NA,1996,95183020
"North America",NA,1997,95515990
"North America",NA,1998,96660020
"North America",NA,1999,92557270
"North America",NA,2000,90678664
"North America",NA,2001,76912860
"North America",NA,2002,62905188
"North America",NA,2003,89571490
"North America",NA,2004,85819030
"North America",NA,2005,86009310
"North America",NA,2006,77862230
"North America",NA,2007,79429110
"North America",NA,2008,100657656
"North America",NA,2009,91434460
"North America",NA,2010,87041300
"North America",NA,2011,83336920
"North America",NA,2012,92200410
"North America",NA,2013,99053760
"North America",NA,2014,88261900
"North America",NA,2015,87199460
