quadkey,latitude,longitude,rwi,error
12200300010331,36.4831401,6.1413574,-0.251,0.340
12200202132333,34.8949420,1.2194824,-0.304,0.357
12200203123010,35.0209992,2.3400879,-0.188,0.298
12200201033010,36.1644874,1.9885254,0.118,0.371
03311311323130,35.5590429,-0.3845215,-0.330,0.691
12200200212023,35.8267208,0.3845215,-0.169,0.318
12200212012100,35.3084009,3.2629395,-0.656,0.308
12200033322201,36.6596057,4.9548340,-0.028,0.407
12200302201003,34.8588900,5.8337402,-0.480,0.340
12200200232231,35.4875105,0.4284668,-0.308,0.271
12200032230222,36.7476872,3.1750488,1.200,0.444
12200320231333,33.2938031,6.3171387,0.090,0.251
12200302111013,35.4338194,6.9323730,-0.640,0.309
12200300101131,36.5537747,6.6687012,-0.024,0.320
12200300330120,35.7019162,6.7785645,-0.051,0.258
03311333120301,32.7595615,-0.5822754,1.245,0.442
12200303002203,35.2186970,7.0642090,-0.521,0.286
12200302100213,35.3621756,6.4050293,-0.597,0.382
12200300111231,36.4831401,6.9323730,-0.144,0.291
12200210200200,35.9513294,2.8234863,0.361,0.470
12200201322233,35.4696175,2.1862793,-0.382,0.337
03311313103203,35.2186970,-0.4943848,-0.630,0.350
12200203020030,35.1288938,1.4611816,-0.211,0.362
12200033220032,36.8180797,4.2736816,0.001,0.392
12202231113231,24.2369466,5.5261230,-0.546,0.221
03313110030311,31.5691750,-2.2961426,-0.233,0.365
12200320210201,33.6420620,6.0095215,-0.629,0.334
12200033232000,36.7300790,4.5812988,0.630,0.428
12200211303111,35.8801485,5.2624512,-0.071,0.298
12200301130323,36.1822245,8.2067871,-0.654,0.294
12202200331000,26.1061204,1.2414551,-0.368,0.248
12200301030111,36.3062717,7.5476074,-0.696,0.306
12200211033013,36.1467463,4.8229980,-0.151,0.388
12200211322312,35.5053996,5.0646973,-0.354,0.320
12200032232321,36.6243449,3.2849121,0.848,0.464
12200300013101,36.4477986,6.2731934,1.490,0.454
12200200323331,35.4875105,1.0437012,-0.268,0.333
12200300200223,35.8979497,5.6579590,0.563,0.444
12200200223322,35.4696175,0.2746582,-0.210,0.358
03311313003321,35.2007443,-1.1096191,-0.297,0.325
03311313122301,34.9489902,-0.5822754,-0.341,0.337
12202011110102,31.9241921,5.3723145,0.651,0.459
12200210133101,36.1644874,4.1638184,-0.501,0.335
03313133330332,27.2253254,-0.2087402,0.009,0.367
12200302102322,35.1827876,6.4270020,-0.607,0.245
12200302101303,35.3621756,6.6247559,-0.431,0.244
12200203331003,34.5699059,2.6696777,-0.863,0.288
12200210100330,36.4831401,3.6584473,-0.265,0.344
12200300132222,36.0402154,6.6906738,-0.414,0.331
12200212323231,34.3343640,3.7683105,-0.446,0.289
12200123323100,36.7300790,8.0090332,0.508,0.384
12200302312320,34.6241673,6.7785645,-0.747,0.274
12200201010301,36.5184655,1.8786621,-0.373,0.361
12200200300203,35.9335401,0.7360840,-0.564,0.378
12200213032312,34.9309781,4.7131348,-0.519,0.319
12200212233101,34.4431582,3.4606934,-0.536,0.296
12200202203010,34.7325837,0.2307129,-0.532,0.270
12200200210311,35.9513294,0.5163574,0.301,0.364
12200032323120,36.6948504,3.7902832,0.406,0.395
12200300222130,35.5590429,5.7678223,0.076,0.338
12200032223103,36.7124667,3.1091309,1.028,0.392
03311311223113,35.5769160,-1.0656738,0.012,0.350
12200302110302,35.3621756,6.7785645,0.392,0.474
12202023332000,27.2057853,2.4719238,0.996,0.436
12200320313131,33.5322367,7.0202637,-0.619,0.328
12200202203001,34.7325837,0.2087402,-0.489,0.271
12202023323113,27.1862418,2.4499512,0.153,0.441
12200212100300,35.3800925,3.6145020,-0.359,0.307
12200301130321,36.1999576,8.2067871,-0.926,0.307
12200201110013,36.5714233,2.5378418,-0.063,0.421
12200303102020,35.2725313,7.7453613,0.814,0.424
12200201313133,35.8267208,2.8015137,-0.084,0.323
12200210123031,36.1290012,3.7683105,-0.611,0.335
12200211210012,36.0046730,4.6252441,0.229,0.381
12200210121301,36.2354117,3.8122559,-0.057,0.434
12200320331233,33.2938031,6.9323730,0.444,0.469
03313110202230,31.0811650,-2.7575684,-0.732,0.294
12200300221222,35.6126503,5.8117676,-0.405,0.387
12200320201313,33.6237675,5.9655762,-0.568,0.294
12200200313012,35.8623432,1.2854004,0.584,0.511
12200201112103,36.4301218,2.5817871,-0.240,0.361
12200210312301,35.8089035,3.9880371,-0.612,0.306
12200201003302,36.3593745,1.6809082,0.454,0.413
12200212212010,34.7325837,3.2189941,-0.440,0.342
03311313010200,35.3800925,-1.0437012,0.546,0.373
03311313131221,35.0569799,-0.1428223,-0.447,0.303
12200210113323,36.3239766,4.1638184,0.729,0.432
12200210321302,35.6483687,3.7902832,-0.342,0.379
12200320312321,33.4589423,6.8005371,0.227,0.421
12200210202202,35.7910823,2.8234863,0.038,0.303
12200301212212,35.7910823,7.4377441,-0.018,0.322
12200211323021,35.5590429,5.1306152,-0.181,0.416
12200300301001,36.0224462,6.5368652,-0.167,0.350
12200203331300,34.5156090,2.7355957,-0.747,0.302
12200213303232,34.6060841,5.1525879,-0.235,0.352
12200303301212,34.7867387,7.9650879,-0.354,0.250
12200201120231,36.1999576,2.1862793,0.184,0.337
12200230022132,33.8065375,2.9553223,0.404,0.375
12200203123123,34.9669984,2.4060059,0.033,0.299
12200301201131,35.9868958,7.3718262,-0.131,0.288
12200301101313,36.5008048,8.0749512,-0.308,0.321
12202322012201,22.9887378,6.0095215,-0.109,0.295
12202010121002,31.6253207,3.7023926,-0.382,0.296
12200302213313,34.6422466,6.3171387,-0.711,0.287
12200211111321,36.4831401,5.5700684,0.200,0.465
12202322110120,23.1908622,6.7785645,-0.592,0.277
12200211231300,35.6662218,4.8449707,-0.192,0.350
12200200220110,35.7375947,0.1428223,-0.085,0.400
12200033322330,36.6243449,5.0646973,-0.116,0.359
12200300131332,36.1822245,6.9982910,0.063,0.302
12200213310231,34.7686910,5.3503418,0.026,0.278
12200301033013,36.1467463,7.6354980,-0.261,0.270
12200211033123,36.1112520,4.8669434,-0.349,0.369
12200201312303,35.7910823,2.5817871,-0.420,0.274
12200213113001,35.3084009,5.4821777,-0.117,0.296
12200200332112,35.5769160,1.1975098,0.429,0.456
12200213002220,35.2007443,4.2297363,0.206,0.296
12200301201320,35.9157469,7.3059082,-0.230,0.279
12200122320303,36.7828916,6.4489746,-0.487,0.353
12200231002331,34.0435560,4.3835449,-0.518,0.261
12200202031002,35.1468624,0.5383301,-0.410,0.272
12200211033032,36.1112520,4.8010254,-0.158,0.415
03311313201312,34.7867387,-1.0876465,-0.635,0.336
12200232300302,32.4448845,3.6145020,-0.146,0.341
12200221130203,33.9160126,2.4938965,-0.922,0.298
03311312123000,35.0209992,-1.9226074,0.132,0.389
12200122223301,36.6596057,5.9216309,-0.337,0.299
12200201011312,36.5008048,2.0764160,0.340,0.448
12200212311322,34.7506393,4.1418457,-0.586,0.321
12202322002203,22.9685086,5.6579590,-0.418,0.237
12200230030232,33.8795365,3.2189941,-0.478,0.279
12200203321210,34.5156090,2.3400879,-0.181,0.276
12200301222311,35.5232847,7.1960449,-0.317,0.341
12200300003301,36.3770673,5.9216309,-0.439,0.373
12200203132132,34.9669984,2.6037598,-0.820,0.291
12200303001331,35.3442547,7.3718262,-0.373,0.284
12200302013131,35.2725313,6.3171387,-0.235,0.349
12200300012012,36.4301218,6.0314941,-0.120,0.376
12200213313012,34.7145242,5.5041504,-0.386,0.372
12200302100023,35.3980054,6.3610840,-0.318,0.311
12200123230013,36.8532517,7.4597168,-0.002,0.397
03311313102222,35.1827876,-0.6921387,0.216,0.417
12200201031112,36.2885627,2.0764160,0.645,0.494
12200211120323,36.1822245,5.0427246,0.444,0.454
12200200131201,36.2354117,1.2634277,-0.066,0.437
12200200133103,36.1467463,1.3513184,0.723,0.465
12200212312202,34.6422466,3.8781738,-0.798,0.277
12200123331133,36.8180797,8.4265137,0.364,0.388
03311312130011,35.1648270,-1.6809082,-0.127,0.385
12200300101323,36.4654714,6.6247559,0.271,0.354
12200233113032,32.9257070,5.5041504,-0.012,0.377
03311313103322,35.1827876,-0.4284668,-0.234,0.349
12202000100312,31.8495649,0.8459473,-0.284,0.278
12200300033331,36.0579805,6.3171387,-0.068,0.302
12200210110120,36.5537747,3.9660645,-0.126,0.392
12200210001031,36.5537747,3.0651855,0.450,0.420
12200202001223,35.3263298,0.2087402,0.622,0.501
12200301332133,35.5411658,8.2507324,-0.692,0.285
12200230022311,33.7882780,2.9772949,-0.244,0.372
12200210211202,35.9335401,3.3508301,-0.280,0.332
12200301201213,35.9335401,7.2839355,-0.374,0.318
12200210200211,35.9513294,2.8894043,0.009,0.360
12200212323101,34.4431582,3.8122559,-0.408,0.279
12200203232103,34.4250356,1.8786621,-0.443,0.299
03311313220000,34.5879970,-1.3952637,-0.405,0.308
12200033222310,36.6596057,4.3615723,-0.236,0.359
12200211300110,36.0224462,5.0646973,-0.188,0.387
12200032233113,36.7124667,3.5046387,0.522,0.433
12200300310212,35.9335401,6.7346191,0.189,0.471
12200122302001,37.0113254,6.3610840,-0.223,0.386
12200300211120,35.9868958,6.2512207,-0.005,0.354
12200301211021,35.9868958,7.5915527,-0.592,0.385
03313131110303,29.4300290,-0.2307129,-0.440,0.301
12202020221022,28.5459253,0.1867676,0.026,0.424
12200211111332,36.4654714,5.5920410,-0.198,0.366
12200201121000,36.3062717,2.2961426,0.077,0.401
12200303002300,35.2366457,7.1301270,-0.009,0.338
12200200203100,35.8801485,0.2746582,0.313,0.368
12200210110210,36.5184655,3.9221191,0.329,0.384
12200320311321,33.6054691,6.9763184,-0.420,0.316
12200033322030,36.6948504,4.9768066,0.299,0.398
12200201121301,36.2354117,2.4060059,-0.119,0.402
12200300032100,36.1644874,6.0754395,-0.369,0.328
12200200211332,35.8979497,0.6701660,-0.289,0.373
12200210001320,36.4831401,3.0871582,-0.217,0.388
12200123203013,36.9937779,7.2839355,-0.722,0.252
03311333102301,32.9072618,-0.5822754,-0.344,0.331
03311313102230,35.2007443,-0.6481934,0.845,0.403
12200300232122,35.5411658,6.0754395,0.114,0.444
12200232123002,32.6671243,3.7023926,-0.611,0.293
12200301121103,36.2885627,8.0310059,-0.626,0.293
03311313013102,35.2904681,-0.7800293,-0.477,0.311
12200303101311,35.3800925,8.0749512,-0.761,0.346
12200203100312,35.3621756,2.2521973,-0.208,0.371
03313131130031,29.1809408,-0.2746582,-0.332,0.380
12200211233002,35.5769160,4.7570801,-0.166,0.337
12200301233031,35.5590429,7.6354980,-0.154,0.263
12200201131323,36.1822245,2.7575684,-0.279,0.388
12200301203330,35.7732571,7.3498535,-0.294,0.339
12200212020311,35.0929448,2.9772949,-0.441,0.307
12200301201300,35.9513294,7.3059082,-0.252,0.273
03311313220023,34.5337119,-1.3732910,-0.740,0.294
12200320203313,33.4772717,5.9655762,-0.270,0.380
12200201000322,36.4654714,1.5051270,-0.107,0.308
12200300022300,36.0934989,5.7238770,0.222,0.386
12200202210311,34.8047824,0.5163574,-0.436,0.270
12200201011102,36.5714233,2.0324707,0.194,0.419
12200032323212,36.6419773,3.7463379,-0.091,0.396
03311312310212,34.7867387,-1.7028809,-0.142,0.285
12200212023202,34.9309781,2.9992676,-0.397,0.287
12200211212130,35.8445340,4.7131348,-0.328,0.274
12200301120312,36.2176866,7.8771973,-0.290,0.313
12200200202132,35.8267208,0.1428223,-0.010,0.393
12200213330003,34.5699059,5.3063965,-0.620,0.352
12200200301300,35.9513294,0.9777832,-0.621,0.355
12200211212331,35.7732571,4.7351074,-0.222,0.400
12200200023213,36.0757417,0.2526855,-0.533,0.350
12200301201200,35.9513294,7.2180176,-0.553,0.273
12200212103110,35.3084009,3.8342285,-0.552,0.297
12200200121313,36.2176866,1.0437012,0.032,0.368
12200300111233,36.4654714,6.9323730,-0.498,0.304
12200202113111,35.3084009,1.3952637,-0.137,0.422
12200303112210,35.2366457,8.1408691,-0.790,0.287
12200211103322,36.3239766,5.1965332,0.103,0.379
12200300001213,36.5008048,5.8776855,0.558,0.484
03311313033310,34.9489902,-0.7360840,-0.212,0.424
12200202033231,34.9129620,0.6042480,-0.384,0.280
03311311331311,35.6662218,-0.0109863,-0.324,0.361
12200300033021,36.1290012,6.1853027,-0.198,0.368
12200212010313,35.3621756,3.3288574,-0.122,0.347
03313133312320,27.4010320,-0.2526855,-0.597,0.425
12200032330320,36.7652914,3.9660645,-0.355,0.428
12200033232001,36.7300790,4.6032715,0.172,0.420
12200201113021,36.4124410,2.6696777,-0.566,0.336
12200211331132,35.6840710,5.5920410,-0.307,0.342
12200210212122,35.8267208,3.2629395,-0.443,0.268
12200203301013,34.8588900,2.3620605,-0.413,0.284
12200301002030,36.4124410,7.0861816,-0.268,0.255
12200122321311,36.8004877,6.6687012,0.247,0.386
12200213112110,35.3084009,5.4162598,-0.002,0.322
12200210101113,36.5714233,3.8562012,-0.092,0.379
03311312303113,34.7145242,-1.7687988,-0.371,0.457
12200213322313,34.3525062,5.0866699,-0.283,0.277
12200320332120,33.2386870,6.7785645,-0.255,0.358
03311331330012,33.4039307,-0.2966309,-0.214,0.344
12200210122100,36.1644874,3.6145020,-0.268,0.323
12200122303122,36.9586706,6.6027832,0.683,0.446
12200300023203,36.0757417,5.8337402,-0.472,0.304
03311333100212,33.0362977,-0.6481934,-0.128,0.285
12200033233330,36.6243449,4.8889160,0.503,0.431
12200203101132,35.3980054,2.4279785,-0.022,0.304
12200230013110,34.1527265,3.4826660,1.049,0.506
12200300232223,35.4696175,6.0095215,0.008,0.344
12200201331300,35.6662218,2.7355957,-0.428,0.329
03311331323102,33.2570629,-0.4284668,-0.429,0.288
12200203023032,34.9669984,1.6369629,-0.757,0.277
12200212123330,34.9129620,3.8342285,-0.303,0.281
12200302212133,34.6783932,6.1413574,-0.318,0.368
12200300111230,36.4831401,6.9104004,-0.459,0.291
12200033322113,36.7124667,5.0866699,0.093,0.414
12200210301133,35.9691146,3.8562012,-0.402,0.315
12200211113111,36.4477986,5.6140137,0.250,0.337
12200032223230,36.6243449,3.0432129,0.300,0.421
12200210001213,36.5008048,3.0651855,-0.046,0.445
12200300100133,36.5361221,6.4929199,-0.522,0.269
12200201010032,36.5361221,1.8127441,0.095,0.400
12200211012232,36.3239766,4.6252441,-0.533,0.344
12200200303132,35.8267208,1.0217285,-0.250,0.313
12200230100303,34.2072589,3.6364746,-0.288,0.292
12200200221130,35.7019162,0.3186035,-0.123,0.401
12200211103111,36.4477986,5.2624512,0.203,0.454
03311313213213,34.6422466,-0.8020020,-0.476,0.389
12200300330012,35.7197574,6.7346191,-0.390,0.277
12200301001320,36.4831401,7.3059082,-0.510,0.315
12200032332313,36.6419773,4.0319824,0.696,0.443
12200211320301,35.6662218,5.0427246,0.019,0.413
12200211303101,35.8801485,5.2185059,-0.117,0.293
12200230202013,33.5505507,2.8894043,-0.749,0.285
12200301223123,35.5411658,7.3278809,-0.259,0.282
12200213002103,35.2904681,4.3395996,0.000,0.359
12200210211011,36.0224462,3.4167480,-0.026,0.318
03311312323133,34.3887788,-1.7687988,-0.292,0.366
12200301130223,36.1822245,8.1188965,-0.403,0.321
12200032330102,36.8532517,3.9660645,-0.577,0.430
12200032223303,36.6419773,3.1091309,0.629,0.414
12200300310302,35.9335401,6.7785645,-0.261,0.336
12200123322113,36.7124667,7.8991699,-0.300,0.352
03313030220010,28.6038140,-8.3825684,-0.524,0.276
12200303030200,35.0929448,7.3937988,-0.201,0.281
12200302201030,34.8408581,5.8557129,0.136,0.394
12200211203113,35.8623432,4.5593262,-0.039,0.347
12200200221132,35.6840710,0.3186035,-0.417,0.384
12202310303223,26.1258498,9.3493652,-0.536,0.317
12202233131130,22.8673176,5.5920410,-0.495,0.304
12200202131221,35.0569799,1.2634277,-0.036,0.308
12200220023010,33.8612926,0.2307129,-0.229,0.287
12200123223323,36.6067084,7.3278809,-0.213,0.398
12200211011221,36.4831401,4.7790527,0.714,0.422
12200203211223,34.7506393,1.9665527,-0.663,0.298
12200210232313,35.5053996,3.3288574,-0.814,0.294
12200200311210,35.9513294,1.2854004,-0.558,0.331
12202100222000,30.8927970,5.6359863,-0.640,0.435
12200213023331,34.9129620,4.5593262,0.081,0.285
12200302012211,35.2366457,6.0534668,0.018,0.408
12200300010303,36.5008048,6.0974121,0.264,0.413
12200211130210,36.2354117,5.3283691,0.429,0.341
12200201333011,35.5947852,2.7136230,-0.187,0.349
12200300332003,35.5769160,6.7126465,-0.353,0.303
12200203332130,34.4069092,2.6037598,-0.800,0.297
12200123210221,37.0464084,7.4157715,0.710,0.299
12200303120013,35.1468624,7.8112793,-0.440,0.261
12200303020001,35.1648270,7.0642090,-0.221,0.298
12200203011103,35.4338194,2.0544434,-0.001,0.345
12200201020211,36.2354117,1.4831543,-0.318,0.381
12200300110212,36.5008048,6.7346191,0.226,0.299
12200203301022,34.8228222,2.2961426,-0.696,0.290
12200301003220,36.3416775,7.2180176,-0.168,0.357
12200213323200,34.3706444,5.1086426,-0.971,0.276
12200210311332,35.8979497,4.1857910,-0.436,0.313
12200212030122,35.1109213,3.2629395,-0.597,0.285
12200300110223,36.4654714,6.7126465,-0.100,0.312
03311312123220,34.9129620,-1.9226074,0.449,0.458
12200300201312,35.9335401,5.9436035,-0.405,0.335
12200212211332,34.7506393,3.4826660,0.282,0.435
12200210130021,36.2708497,3.9001465,-0.271,0.399
12200302200132,34.8228222,5.7678223,0.340,0.431
12200123231102,36.8532517,7.6574707,-0.292,0.411
03313133330331,27.2448621,-0.1867676,-0.851,0.462
12200210300312,35.9335401,3.6584473,-0.314,0.293
12200202003323,35.1827876,0.2966309,-0.273,0.432
12200203113003,35.2904681,2.6696777,-0.791,0.290
12200210120120,36.2708497,3.6145020,0.187,0.376
12200300130222,36.1822245,6.6906738,-0.021,0.460
12200203000022,35.3980054,1.4172363,0.187,0.379
12200122320300,36.8004877,6.4270020,-0.189,0.319
12200202032033,34.9669984,0.4284668,-0.440,0.329
12200200033121,36.1290012,0.6481934,-0.591,0.357
12200201111103,36.5714233,2.7575684,0.141,0.429
12200122321003,36.8532517,6.5368652,-0.198,0.338
12200210231232,35.6126503,3.3947754,-0.389,0.270
12200303102233,35.1827876,7.8112793,-0.272,0.236
12200301213032,35.8267208,7.6135254,-0.097,0.238
12200033220122,36.8180797,4.3176270,0.962,0.431
12200213112000,35.3084009,5.2844238,-0.731,0.340
12200213310321,34.7686910,5.3942871,-0.370,0.316
03311313332011,34.4431582,-0.2746582,-0.475,0.313
12200303002333,35.1827876,7.1960449,-0.752,0.238
12200300221131,35.7019162,5.9655762,0.303,0.403
12200202110222,35.3263298,1.0656738,0.137,0.304
12200202012331,35.2007443,0.5163574,-0.294,0.286
12200200133011,36.1644874,1.3073730,0.453,0.421
12200033232201,36.6596057,4.6032715,0.059,0.380
12200210032030,36.1290012,3.2189941,-0.378,0.348
12200200132123,36.1112520,1.1755371,-0.505,0.419
12200300000231,36.4831401,5.7019043,0.516,0.464
12200301130112,36.2885627,8.2287598,-0.978,0.264
12200202012211,35.2366457,0.4284668,-0.451,0.272
12200213231301,34.5156090,4.8669434,0.336,0.366
12200123231210,36.8004877,7.6135254,0.735,0.410
12200302331033,34.5337119,6.9323730,-0.982,0.300
12200212223212,34.3525062,3.0432129,-0.713,0.354
12200203330202,34.4975022,2.4719238,-0.672,0.281
12200210303131,35.8445340,3.8562012,0.026,0.316
12200201220133,35.6840710,1.5710449,-0.361,0.362
12202002223111,29.6785076,0.3405762,0.198,0.392
12200211010002,36.5714233,4.5812988,-0.171,0.365
12200123233032,36.6772301,7.6135254,0.329,0.362
12200201120002,36.2885627,2.1203613,0.460,0.409
12200212300221,34.7686910,3.5485840,-0.815,0.318
12200300213320,35.7732571,6.2512207,-0.670,0.309
12200203100102,35.4338194,2.2082520,0.345,0.473
12200212221112,34.5699059,3.1311035,-0.408,0.294
12200201120123,36.2531327,2.2302246,1.044,0.434
12200300301303,35.9335401,6.6247559,0.080,0.431
12200303311020,34.8408581,8.2727051,-0.231,0.368
12200221100231,34.1890853,2.1862793,-0.115,0.346
12200302001303,35.3621756,5.9216309,-0.237,0.370
12200201232003,35.5769160,1.7907715,0.221,0.374
03311313323000,34.4431582,-0.5163574,-0.346,0.303
12200201232032,35.5411658,1.8127441,-0.583,0.350
12200201021100,36.3062717,1.6809082,-0.198,0.361
12200301012010,36.4477986,7.4377441,1.119,0.415
12200212323132,34.3887788,3.8342285,0.118,0.398
12200300111032,36.5361221,6.9104004,-0.488,0.301
12200203112211,35.2366457,2.5378418,-0.537,0.299
12200122330201,36.8004877,6.7126465,-0.594,0.305
12200122223211,36.6596057,5.8776855,0.101,0.337
03311311323021,35.5590429,-0.4943848,0.383,0.411
12200033221033,36.8180797,4.4714355,0.704,0.412
12200303010213,35.3621756,7.4597168,-0.022,0.285
12200202102201,35.2366457,0.7360840,-0.315,0.270
12200203110000,35.4517204,2.4719238,-0.484,0.338
12200033331313,36.7828916,5.6140137,0.458,0.449
12200211112023,36.3947562,5.3063965,-0.427,0.362
12200301312202,35.7910823,8.0969238,-0.496,0.259
12200123222231,36.6243449,7.1081543,-0.323,0.280
03311333010120,33.0915411,-0.9558105,-0.448,0.272
12200201223133,35.5411658,1.7468262,0.022,0.309
12200200230202,35.6483687,0.3625488,-0.339,0.393
12200210212233,35.7554279,3.2409668,-0.182,0.314
12200301121132,36.2531327,8.0529785,-0.293,0.291
12200032331211,36.8004877,4.1198730,0.835,0.413
12200202311021,34.8408581,1.2634277,-0.147,0.304
12200122220212,36.7828916,5.6799316,-0.258,0.397
12200201002022,36.3947562,1.4172363,-0.201,0.367
03313032023311,27.7516073,-8.0969238,-0.449,0.428
12200212101001,35.4517204,3.7243652,-0.489,0.353
03311333120302,32.7410818,-0.6042480,0.770,0.486
03311311320112,35.7197574,-0.5603027,0.604,0.432
12200200130022,36.2531327,1.0656738,-0.332,0.404
12200132202332,36.8884075,8.5803223,0.237,0.364
12200301122213,36.0757417,7.8112793,0.571,0.483
03311311323310,35.5232847,-0.3845215,0.083,0.383
12200210033312,36.0757417,3.4826660,-0.565,0.330
12200123331300,36.8004877,8.3605957,0.159,0.338
12200200302231,35.7732571,0.7800293,-0.024,0.424
12200233332122,32.0360196,5.3723145,-0.286,0.307
12200301321122,35.6840710,8.0090332,-0.128,0.404
12200202032323,34.8949420,0.4724121,-0.193,0.352
12200202132212,34.9309781,1.1096191,0.058,0.445
12200203103211,35.2366457,2.3620605,-0.443,0.291
03313110103311,31.7188218,-1.7687988,-0.302,0.278
03311311323331,35.4875105,-0.3625488,-0.349,0.311
12200301203222,35.7554279,7.2180176,-0.300,0.253
12200200303100,35.8801485,0.9777832,-0.499,0.394
12200300020211,36.2354117,5.7019043,-0.024,0.359
12200211123113,36.1467463,5.2624512,0.357,0.378
12200301033221,36.0579805,7.5915527,-0.256,0.318
12200302110320,35.3442547,6.7785645,-0.252,0.326
12200302102010,35.3084009,6.3830566,-0.165,0.302
12200301013200,36.3770673,7.5695801,-0.660,0.298
12200201323030,35.5590429,2.3400879,-0.391,0.299
12200122332031,36.6948504,6.7565918,-0.334,0.384
12200221000333,34.1709079,1.5710449,-0.540,0.293
12202330110000,24.5171391,9.5031738,0.013,0.405
12200211121031,36.2708497,5.1745605,-0.407,0.311
12200212220130,34.5518109,2.9553223,-0.119,0.288
12200202110320,35.3442547,1.1535645,-0.366,0.381
03311313110310,35.3800925,-0.2087402,-0.129,0.352
03311311321131,35.7019162,-0.3625488,-0.341,0.455
12200213120212,35.0749644,4.9768066,-0.437,0.283
12200211310223,35.8979497,5.3063965,0.705,0.436
12200202030202,35.0749644,0.3625488,-0.253,0.300
12200033321220,36.7652914,5.1086426,0.455,0.375
12200221100202,34.2072589,2.1203613,-1.079,0.303
12200212201311,34.8047824,3.1530762,-0.217,0.339
12202132112230,28.0234996,9.5471191,0.334,0.314
12200210103331,36.3416775,3.8562012,-0.075,0.365
12200302102003,35.2904681,6.3610840,-0.112,0.309
12200122233320,36.6243449,6.2512207,-0.374,0.384
12200200202301,35.8089035,0.1208496,-0.423,0.405
12202011333222,30.7607184,5.4602051,-0.211,0.298
12200200211132,35.9691146,0.6701660,-0.462,0.376
12220010001200,21.8513017,2.9992676,-0.529,0.260
03311333120212,32.7410818,-0.6481934,0.009,0.327
12200220330133,33.3672370,1.2194824,0.351,0.397
12200300030002,36.2885627,5.9875488,-0.178,0.416
12200211320131,35.7019162,5.0866699,-0.467,0.311
12200212101023,35.3980054,3.7243652,-0.890,0.265
12200203311133,34.8228222,2.8015137,-0.468,0.308
12200202120020,35.1288938,0.7141113,-0.376,0.271
12200221021220,33.8977765,1.5930176,-0.175,0.292
12200301123310,36.0934989,8.0529785,-0.518,0.276
12200303220312,34.4975022,7.1740723,-0.690,0.322
12200213302113,34.7145242,5.0866699,-0.756,0.315
03311331312011,33.5688607,-0.2746582,0.990,0.456
03311313202130,34.6964607,-1.2634277,-0.176,0.330
12200213032331,34.9129620,4.7351074,0.326,0.445
12202201111203,26.9514527,2.6696777,-0.544,0.260
12200301213223,35.7554279,7.5915527,-0.124,0.336
12200200302212,35.7910823,0.7580566,-0.316,0.426
12200032231233,36.7476872,3.4167480,1.152,0.440
12200213323001,34.4431582,5.1306152,-0.199,0.335
12200210333112,35.5769160,4.1857910,-0.744,0.309
12200233020132,32.7780375,4.3615723,0.380,0.327
12200210000203,36.5008048,2.8454590,1.151,0.394
12200200133223,36.0402154,1.2634277,0.302,0.480
03311311332033,35.5411658,-0.2746582,0.054,0.430
12200201323131,35.5590429,2.4499512,-0.501,0.290
12200203030000,35.1648270,1.7687988,-0.359,0.291
12200200311310,35.9513294,1.3732910,0.145,0.347
12200210320333,35.6126503,3.6804199,-0.341,0.266
12200212122332,34.8949420,3.6584473,-0.781,0.289
12200301221120,35.7019162,7.3059082,-0.306,0.309
12200300033200,36.0934989,6.1633301,-0.328,0.393
12200302101022,35.3980054,6.5148926,-0.283,0.338
03311331311003,33.6969222,-0.1428223,-0.587,0.309
12200200312333,35.7554279,1.2194824,-0.562,0.291
12200230100331,34.1890853,3.6804199,-0.042,0.301
12200122332313,36.6419773,6.8444824,0.411,0.388
12200220000010,34.2980679,0.0549316,-0.544,0.311
12200212103233,35.1827876,3.7683105,-0.370,0.295
12200201211330,35.9157469,2.0764160,0.028,0.395
12202100000023,31.8868861,5.6579590,0.295,0.390
12200202212311,34.6603219,0.5163574,-0.241,0.271
12200202032022,34.9669984,0.3625488,-0.222,0.285
12200302312313,34.6422466,6.8444824,-0.737,0.319
12200300103200,36.3770673,6.5148926,-0.625,0.372
12200200310000,36.0224462,1.0656738,0.349,0.375
12200201122010,36.1644874,2.1643066,-0.130,0.344
12200303010011,35.4517204,7.4597168,0.345,0.438
03311333120132,32.7780375,-0.5603027,0.241,0.472
03311312031322,35.0389916,-2.1862793,0.043,0.445
03311313020003,35.1468624,-1.3732910,0.264,0.418
12200300102131,36.4124410,6.4929199,-0.422,0.346
03311333221300,32.1663125,-1.1315918,-0.129,0.300
12200300020302,36.2176866,5.7238770,-0.187,0.338
03311311233320,35.4875105,-0.7800293,-0.042,0.330
12200201203333,35.7554279,1.7468262,-0.597,0.318
12200201122022,36.1112520,2.1203613,0.269,0.306
12200033323332,36.6067084,5.2404785,0.337,0.405
12200232300102,32.5190256,3.6145020,0.773,0.460
12200301130220,36.1999576,8.0969238,-0.021,0.301
12200203202030,34.6964607,1.4611816,-0.989,0.277
12200203101130,35.4159144,2.4279785,-0.089,0.312
12200300330311,35.6662218,6.8444824,0.004,0.371
03313110013310,31.7188218,-2.1423340,-0.592,0.313
03311331332003,33.2570629,-0.3186035,0.800,0.474
12200201023102,36.1467463,1.6809082,-0.339,0.375
03311312310221,34.7686910,-1.7248535,-0.046,0.339
12200300103300,36.3770673,6.6027832,0.626,0.374
