quadkey,latitude,longitude,rwi,error
03311320033000,33.8612926,-5.0866699,-0.445,0.486
03311232023011,32.6856194,-8.1848145,0.012,0.508
03313100202311,31.1187939,-5.4602051,-0.257,0.399
03311213300021,34.8408581,-6.2951660,-0.182,0.516
03313021011020,29.4874244,-9.3054199,-0.381,0.456
03311231330212,33.3305278,-5.9216309,-0.399,0.389
03311320103123,34.0981589,-4.6252441,0.508,0.504
03313003201111,30.1356258,-9.5031738,-0.077,0.525
03313021100211,29.4491644,-9.0637207,0.227,0.464
03311322131232,32.7041107,-4.3395996,-0.163,0.403
03311303023232,34.8949420,-3.9880371,-0.732,0.394
03311232330222,32.1104954,-7.3718262,-0.253,0.509
03313003310201,30.0595852,-8.7561035,-0.240,0.418
03311320000103,34.2799139,-5.5041504,-0.129,0.452
03313100123121,31.4567820,-4.6252441,-0.575,0.384
03311233222032,32.0360196,-6.9763184,-0.451,0.484
03313003213302,29.8882805,-9.2175293,-0.145,0.482
03311232000202,33.0362977,-8.4265137,-0.564,0.465
03311223120331,32.7225981,-8.9758301,-0.554,0.415
03311213312103,34.7145242,-5.8557129,-0.088,0.465
03311302033203,34.9309781,-5.0646973,-0.209,0.505
03311322023122,32.6301225,-5.3503418,-0.231,0.431
03313100133320,31.3817783,-4.2956543,-0.866,0.462
03311320301133,33.6603526,-4.5812988,-0.261,0.542
03313020130113,29.2001230,-10.0305176,-0.119,0.391
03311320020220,33.8977765,-5.6140137,0.714,0.545
03313011303012,31.1752094,-6.0974121,0.107,0.410
03311303202221,34.6241673,-4.1857910,0.078,0.514
03313100222230,30.7795979,-5.5700684,0.486,0.577
03311223313301,32.3149908,-8.4924316,-0.459,0.387
03313003110331,30.6284584,-8.6242676,-0.334,0.509
03311223112111,32.9810197,-8.6242676,-1.022,0.440
03311232020031,32.7965096,-8.3605957,-0.351,0.494
03311213122103,35.0030029,-6.2072754,-0.141,0.528
03311233001110,33.1283507,-6.7126465,-0.552,0.414
03311312220320,34.4793915,-2.7136230,-0.144,0.488
03313001003031,31.7561958,-9.5910645,-0.151,0.484
03311302323220,34.3343640,-4.7351074,-0.341,0.407
03311320022103,33.8430448,-5.5041504,0.363,0.505
03311320010222,34.1709079,-5.2624512,-0.265,0.447
03311302201011,34.8769180,-5.3723145,-0.835,0.467
03311320020332,33.8795365,-5.4821777,-0.145,0.529
03313011321021,31.0058624,-6.1193848,-0.233,0.385
03311223323223,31.9614831,-8.9318848,-0.529,0.424
03311303232303,34.3525062,-3.7463379,-0.181,0.467
03313100311323,31.2128010,-4.2736816,-0.354,0.436
03311320001012,34.2799139,-5.3942871,-0.227,0.453
03313003223131,29.6403199,-9.5031738,0.072,0.490
03313001301122,31.2879394,-8.8659668,-0.139,0.494
03313011100010,31.9428395,-6.2731934,-0.804,0.398
03311303130300,35.0929448,-3.0651855,-0.159,0.484
03311330003301,34.0799618,-2.5158691,-0.624,0.429
03311232103111,32.9810197,-7.3937988,0.253,0.559
03311233132230,32.5745912,-5.9216309,-0.475,0.431
03311232222032,32.0360196,-8.3825684,-0.327,0.428
03311321022310,33.7882780,-4.0759277,-0.264,0.382
03311223322012,32.0732651,-9.0856934,-0.076,0.485
03311320321023,33.3672370,-4.7131348,-0.373,0.484
03311320013202,34.0617609,-5.0866699,0.609,0.523
03313011010002,31.9241921,-6.6687012,-0.384,0.461
03313020121121,29.1809408,-10.2502441,-0.347,0.397
03311233030312,32.7410818,-6.5368652,-0.282,0.456
03311322002012,32.9625860,-5.5700684,-0.299,0.419
03311233012030,32.9441484,-6.6247559,-0.602,0.505
03313021100020,29.4874244,-9.1296387,-0.131,0.459
03311303121132,35.1109213,-3.1970215,-0.720,0.448
03311320301211,33.6420620,-4.6691895,0.197,0.389
03311231133020,33.8247931,-5.7897949,-0.692,0.621
03311231232002,33.2570629,-6.6687012,-0.226,0.435
03311231031332,33.8795365,-6.3610840,-0.465,0.574
03313010111022,31.8868861,-7.1960449,-0.370,0.492
03313001110211,31.8682273,-8.7121582,-0.301,0.408
03313013102131,30.5528000,-6.1633301,-0.132,0.391
03311312212210,34.6603219,-2.4060059,-0.373,0.495
03313001331301,30.9681888,-8.4924316,-0.595,0.416
03311320130130,33.9706975,-4.4274902,-0.473,0.570
03311233113032,32.9257070,-5.7458496,-0.633,0.461
03311213300100,34.8769180,-6.2292480,-0.382,0.504
03311223113323,32.8519030,-8.4924316,-0.761,0.473
03313001210122,31.2879394,-9.3933105,-0.346,0.499
03311233010222,32.9994495,-6.6687012,-0.516,0.460
03311322010232,32.9994495,-5.2185059,-0.319,0.389
03311232221011,32.2406821,-8.1848145,-0.452,0.469
03311302011323,35.3263298,-4.9768066,-0.167,0.544
03311302132312,34.9309781,-4.4274902,-0.112,0.468
03311320231321,33.3121674,-4.9768066,-0.286,0.569
03313001112110,31.7935547,-8.6462402,-0.065,0.434
03311321003122,34.0981589,-3.9440918,-0.531,0.392
03311232220021,32.2035049,-8.4045410,-0.141,0.507
03311302301122,34.8228222,-4.6472168,-0.491,0.486
03313001113013,31.7748771,-8.5363770,-0.283,0.388
03311233021302,32.7410818,-6.7565918,-0.431,0.486
03311322102012,32.9625860,-4.8669434,-0.533,0.396
03311213132301,34.9489902,-5.8557129,-0.391,0.489
03313001332300,30.8173458,-8.6901855,-0.582,0.406
03313010013212,31.7001291,-7.8552246,-0.251,0.505
03311320012300,34.0799618,-5.1745605,0.635,0.595
03313010330322,30.9116505,-7.2839355,-0.525,0.429
03311231220211,33.3488843,-6.9543457,-0.206,0.456
03311303213323,34.6060841,-3.5705566,-0.476,0.415
03313003232002,29.6594156,-9.4812012,0.236,0.429
03313003003321,30.4770825,-9.5471191,-0.302,0.547
03311233000111,33.1283507,-6.8664551,-0.724,0.432
03313001223320,30.7795979,-9.5690918,0.237,0.485
03311232113200,32.9072618,-7.1960449,-0.196,0.471
03311231301020,33.6786394,-6.1413574,0.272,0.556
03311231201032,33.6603526,-6.8005371,-0.133,0.500
03311300222120,35.5590429,-5.5261230,-0.217,0.491
03313003112013,30.5717201,-8.7121582,-0.019,0.440
03313001332212,30.7984737,-8.7341309,-0.186,0.383
03311230233033,33.2203073,-7.8332520,-0.341,0.484
03311232211213,32.4448845,-7.8332520,-0.770,0.439
03311302321123,34.5337119,-4.6252441,0.764,0.574
03311232000223,32.9994495,-8.4045410,-0.246,0.536
03313021010321,29.4108899,-9.3713379,-0.116,0.515
03313021020100,29.2193016,-9.7448730,-0.038,0.473
03311302130000,35.1648270,-4.5593262,-0.324,0.414
03311232122233,32.5560732,-7.6574707,-0.068,0.513
03311302230200,34.5156090,-5.2624512,-0.116,0.510
03311302310302,34.7867387,-4.4714355,-0.121,0.528
03311233322331,31.9801229,-6.1633301,-0.809,0.415
03311320310220,33.6054691,-4.5593262,-0.104,0.474
03311322003333,32.8519030,-5.2844238,-0.493,0.415
03313003003330,30.4770825,-9.5251465,0.301,0.536
03311233112202,32.8888127,-5.9655762,-0.433,0.519
03311322021112,32.8149779,-5.3063965,-0.010,0.407
03311211330011,35.7375947,-5.8996582,0.446,0.577
03313010013332,31.6627324,-7.7673340,-0.259,0.486
03311302033101,35.0209992,-4.9768066,0.302,0.494
03313003220332,29.6975960,-9.7009277,0.180,0.548
03311230232313,33.1835362,-7.9211426,-0.198,0.445
03311322003110,32.9810197,-5.3063965,0.043,0.391
03311320130012,33.9889180,-4.5153809,-0.628,0.505
03311233211133,32.4819627,-6.3391113,-0.681,0.499
03311321112221,34.0435560,-3.1311035,-0.531,0.406
03311213122031,34.9850026,-6.2512207,-0.430,0.430
03313003012321,30.4770825,-9.3713379,0.089,0.596
03311233120222,32.7041107,-6.3171387,-0.506,0.405
03311231133003,33.8430448,-5.7678223,-0.179,0.687
03311211330132,35.6840710,-5.8337402,0.486,0.524
03311320120121,33.9706975,-4.8010254,0.230,0.435
03311223123103,32.6671243,-8.8439941,-0.598,0.418
03311312303220,34.6241673,-1.9226074,0.124,0.487
03311320102303,34.0617609,-4.8010254,-0.698,0.479
03311302212011,34.7325837,-5.1965332,-0.460,0.546
03313001332121,30.8550788,-8.6682129,-0.701,0.408
03313001311121,31.3067147,-8.4924316,-0.591,0.437
03313003102202,30.4960174,-9.1296387,-0.106,0.462
03311230322331,33.1651449,-7.5695801,0.059,0.454
03311213323012,34.4250356,-6.0974121,0.346,0.585
03311233103000,32.9810197,-6.1413574,-0.640,0.405
03311302213132,34.6783932,-4.9548340,-0.241,0.482
03311230221133,33.3672370,-8.0969238,-0.525,0.487
03313001210133,31.2879394,-9.3273926,-0.353,0.505
03311233201122,32.4819627,-6.7565918,-0.185,0.526
03313021003011,29.3726011,-9.5910645,-0.310,0.477
03313001232030,30.8550788,-9.4372559,-0.723,0.387
03311302310111,34.8769180,-4.4055176,0.017,0.477
03311232123302,32.5931055,-7.4597168,-0.610,0.436
03313003300220,30.0215431,-9.1296387,0.548,0.412
03311232202030,32.3521223,-8.3825684,-0.776,0.425
03311233303013,32.3706824,-6.0754395,0.064,0.409
03313002333132,29.6212207,-9.8767090,-0.390,0.469
03311232013033,32.9257070,-7.8332520,-0.519,0.532
03311320001321,34.1890853,-5.3283691,-0.317,0.418
03311302212113,34.7145242,-5.1086426,-0.225,0.513
03311303322330,34.3343640,-3.3728027,-0.555,0.542
03311302122213,34.9309781,-4.8449707,-0.608,0.448
03311213312300,34.6603219,-5.8776855,-0.481,0.423
03313001300312,31.2503777,-8.9978027,-0.044,0.407
03313011030033,31.5878940,-6.6027832,-0.492,0.390
03313001011322,31.8122286,-9.2175293,-0.060,0.535
03311320222103,33.2570629,-5.5041504,-0.157,0.459
03311231023100,33.8612926,-6.7565918,-0.655,0.512
03311232030032,32.7780375,-8.0310059,-0.281,0.415
03311321032222,33.7334762,-3.8562012,-0.300,0.389
03313003120113,30.4202557,-8.9758301,0.444,0.512
03311232002223,32.8519030,-8.4045410,-0.097,0.448
03311231120021,33.9706975,-6.2951660,-0.249,0.461
03311303013331,35.2007443,-3.5266113,-0.131,0.463
03311321103102,34.1345412,-3.2409668,0.000,0.432
03311232320323,32.1104954,-7.6135254,-0.469,0.504
03313003013003,30.5717201,-9.2834473,0.032,0.433
03311302213130,34.6964607,-4.9548340,-0.486,0.489
03313013131010,30.4392016,-5.7458496,-0.370,0.399
03313010132113,31.4755236,-7.2180176,0.012,0.441
03313021001233,29.3917473,-9.5910645,0.240,0.453
03311303030022,35.1109213,-3.8562012,0.352,0.566
03313102022020,30.2495768,-5.6140137,-0.936,0.524
03311230232023,33.2203073,-8.0529785,-0.417,0.482
03313003110021,30.7040578,-8.7561035,-0.335,0.401
03311303012220,35.2007443,-3.8562012,0.272,0.527
03311322100221,33.0178755,-4.8889160,-0.377,0.402
03313011330102,31.0246937,-5.8776855,-0.584,0.418
03311232132233,32.5560732,-7.3059082,-0.580,0.459
03311213320121,34.5518109,-6.2072754,-0.247,0.517
03311231303102,33.5505507,-6.0534668,0.157,0.559
03311321112132,34.0981589,-3.0212402,-0.360,0.412
03311232111223,32.9994495,-7.1740723,-0.247,0.489
03311231311103,33.6969222,-5.6799316,-0.570,0.511
03311231022123,33.8065375,-6.9104004,-0.025,0.528
03311233323103,32.0732651,-6.0314941,-0.151,0.390
03311230332002,33.2570629,-7.3718262,-0.736,0.452
03313100200020,31.3067147,-5.6140137,-0.260,0.409
03311230231212,33.3305278,-7.8552246,-0.106,0.513
03311302000013,35.4338194,-5.5480957,-0.362,0.445
03313001213330,31.0811650,-9.1735840,-0.366,0.473
03311230311233,33.5871669,-7.1301270,0.175,0.578
03311232132203,32.5931055,-7.3498535,-0.440,0.402
03311230303213,33.4772717,-7.4816895,-0.065,0.516
03311232302222,32.2592650,-7.7233887,-0.621,0.441
03311302130231,35.0569799,-4.4934082,-0.447,0.394
03313012022330,30.1736241,-8.2946777,-0.690,0.394
03313102200302,30.0405660,-5.5261230,-0.569,0.479
03311233012230,32.8703597,-6.6247559,-0.199,0.558
03313001320220,30.9305004,-9.1296387,0.109,0.389
03311320222233,33.1467497,-5.5480957,-0.288,0.435
03313003113103,30.5717201,-8.4924316,-0.098,0.532
03313011012132,31.7375107,-6.5368652,-0.481,0.432
03311302212211,34.6603219,-5.1965332,-0.386,0.452
03311223321031,32.2035049,-8.8879395,-0.344,0.485
03311312020211,35.0929448,-2.7355957,0.492,0.560
03313020112113,29.3534512,-10.0305176,-0.592,0.417
03311231101101,34.2980679,-6.0314941,-0.427,0.510
03311231111232,34.1709079,-5.7458496,-0.095,0.428
03313003011300,30.6662655,-9.2175293,0.324,0.449
03311302203210,34.6603219,-5.3942871,-0.576,0.478
03313020132100,29.0657724,-10.0964355,0.109,0.483
03313102202011,29.9834863,-5.5480957,-0.404,0.478
03313001300323,31.2128010,-9.0197754,-0.311,0.390
03313013130223,30.3065028,-5.9436035,-0.577,0.450
03313100200330,31.2315912,-5.4821777,-0.601,0.385
03313001131312,31.5504522,-8.4704590,0.085,0.432
03311320022332,33.7334762,-5.4821777,-0.182,0.480
03311230213301,33.4955973,-7.7893066,0.065,0.541
03311302301312,34.7867387,-4.6032715,-0.600,0.459
03311230312031,33.5322367,-7.3059082,-0.043,0.505
03313003212201,29.9073289,-9.4592285,-0.809,0.418
03311232201213,32.4448845,-8.1848145,-0.234,0.464
03311231230121,33.3855858,-6.5588379,-0.148,0.492
03313010113112,31.7748771,-7.0642090,-0.148,0.491
03313012113032,30.5338761,-7.1520996,-0.508,0.415
03311233300123,32.4819627,-6.2072754,-0.230,0.500
03311232002302,32.8888127,-8.3386230,-0.893,0.451
03311232011233,32.9994495,-7.8332520,-0.364,0.474
03313011011220,31.8308986,-6.4929199,-0.266,0.405
03311213122313,34.9309781,-6.1633301,-0.495,0.599
03311321223200,33.2019237,-4.0319824,-0.287,0.383
03313010031203,31.5504522,-7.8771973,0.056,0.521
03313001103222,31.6627324,-8.9538574,-0.087,0.419
03311302320112,34.5699059,-4.7790527,-0.366,0.478
03311312302111,34.7325837,-1.9445801,-0.046,0.547
03313003101122,30.6851635,-8.8659668,-0.944,0.397
03311232123010,32.6856194,-7.5036621,-0.272,0.448
03313010122022,31.4380367,-7.7233887,-0.577,0.441
03313011132001,31.4942613,-5.9436035,0.607,0.512
03311312210323,34.7506393,-2.3400879,-0.775,0.534
03311231222122,33.2203073,-6.9323730,-0.263,0.409
03311303130030,35.1288938,-3.1091309,-0.523,0.504
03313003120232,30.3065028,-9.0856934,0.091,0.531
03311231110001,34.2980679,-5.9436035,0.207,0.530
03313013130112,30.4202557,-5.8337402,-0.243,0.481
03311302302121,34.6964607,-4.8010254,-0.634,0.415
03313012032002,30.2685558,-8.0749512,-0.673,0.384
03313003111031,30.7040578,-8.5363770,-0.001,0.503
03313010120100,31.6440285,-7.6354980,0.003,0.474
03311232212221,32.2778440,-8.0529785,-0.472,0.486
03311231102323,34.0253472,-6.2072754,-0.024,0.458
03311321112222,34.0253472,-3.1530762,-0.480,0.393
03311213132331,34.9129620,-5.8117676,-0.038,0.457
03313003110111,30.7418353,-8.6242676,-0.658,0.416
03313010121323,31.5129954,-7.4377441,-0.364,0.539
03313011123311,31.4192877,-5.9875488,-0.046,0.520
03313011120110,31.6440285,-6.1853027,-0.742,0.401
03311312030223,35.0389916,-2.4279785,0.388,0.472
03313021012103,29.3534512,-9.3713379,-0.251,0.435
03311302331303,34.4975022,-4.2736816,0.245,0.508
03311232313011,32.3892386,-7.1301270,-0.363,0.481
03311322002032,32.9257070,-5.5700684,-0.037,0.503
03311223231013,32.2220954,-9.2395020,0.669,0.571
03313003122003,30.2685558,-9.1076660,0.208,0.481
03313012312212,29.8882805,-7.3278809,-0.224,0.540
03311230232120,33.2386870,-7.9870605,-0.679,0.445
03311213132131,34.9850026,-5.8117676,-0.520,0.560
03311322222113,32.0732651,-5.4602051,-0.477,0.394
03313010222020,30.8550788,-8.4265137,-0.705,0.414
03311232102030,32.9441484,-7.6794434,-0.348,0.477
03313013101220,30.6284584,-6.1413574,-0.186,0.435
03313013123221,30.1736241,-6.1193848,-0.592,0.452
03311213103312,35.2186970,-6.0095215,-0.203,0.489
03311312213112,34.7145242,-2.1423340,-0.565,0.434
03311233011100,33.1283507,-6.4050293,-0.283,0.444
03311302102020,35.2725313,-4.9108887,-0.328,0.418
03313001310213,31.2503777,-8.7121582,-0.438,0.529
03311312203330,34.6241673,-2.4938965,0.136,0.449
03311303302202,34.6422466,-3.5046387,-0.472,0.467
03313001110031,31.9055410,-8.7121582,-0.132,0.418
03313001100332,31.8122286,-8.9978027,0.073,0.407
03311320012221,34.0435560,-5.2404785,0.265,0.520
03311302331312,34.4975022,-4.2517090,-0.230,0.453
03311312200023,34.8228222,-2.7795410,0.082,0.404
03313010032311,31.4192877,-7.9211426,-0.090,0.506
03311231013030,34.1163520,-6.4489746,-0.272,0.455
03313012012233,30.4581439,-8.0090332,-0.078,0.454
03313003030332,30.3065028,-9.3493652,-0.248,0.470
03313010202323,31.0623449,-8.3166504,-0.378,0.408
03313010320010,31.0435212,-7.6794434,-0.484,0.382
03313001010133,31.8868861,-9.3273926,-0.684,0.415
03313012102210,30.5149486,-7.6794434,-0.107,0.407
03311231223202,33.1835362,-6.8444824,-0.266,0.453
03311330000021,34.2617560,-2.7795410,-0.390,0.388
03311312201011,34.8769180,-2.5598145,0.389,0.485
03313021031100,29.2193016,-9.2175293,-0.438,0.447
03311322130100,32.8334424,-4.4714355,-0.056,0.440
03311230231220,33.3121674,-7.8991699,-0.503,0.480
03311231120032,33.9524731,-6.2731934,0.212,0.494
03311231303303,33.4772717,-6.0314941,-0.841,0.607
03311213231031,34.5518109,-6.4270020,-0.082,0.532
03313010001113,31.9241921,-8.0969238,-0.074,0.437
03311213302230,34.6241673,-6.2731934,-0.048,0.453
03311233330033,32.1849106,-5.8996582,-0.331,0.475
03311232010330,33.0178755,-7.9431152,0.284,0.432
03311231112000,34.1527265,-5.9655762,0.038,0.527
03313003013232,30.4581439,-9.2614746,-0.349,0.511
03311211331011,35.7375947,-5.7238770,-0.530,0.550
03311330002000,34.1527265,-2.8015137,-0.649,0.387
03311232223203,31.9987589,-8.2287598,-0.163,0.423
03313010013222,31.6627324,-7.8991699,0.645,0.577
03311233231123,32.1849106,-6.3830566,-0.087,0.478
03313021123101,29.0657724,-8.8439941,-0.203,0.510
03311213103201,35.2366457,-6.1193848,-0.639,0.563
03313010111233,31.8122286,-7.1301270,-0.236,0.492
03311303012312,35.2186970,-3.7243652,-0.477,0.436
03311232201103,32.5190256,-8.1408691,0.045,0.467
03313100300302,31.2503777,-4.8229980,-0.619,0.398
03311230323101,33.2754349,-7.4377441,-0.130,0.540
03311303220213,34.4975022,-4.1418457,-0.015,0.531
03313101112100,31.7935547,-3.0651855,-0.549,0.385
03311233331310,32.1663125,-5.6579590,-0.070,0.401
03311321200233,33.5871669,-4.1418457,-0.271,0.385
03313003210201,30.0595852,-9.4592285,0.594,0.497
03311223110311,33.0547160,-8.6242676,-0.555,0.486
03313003210220,30.0215431,-9.4812012,-0.255,0.486
03311320211323,33.5871669,-4.9768066,-0.185,0.487
03311232031203,32.7410818,-7.8771973,-0.308,0.421
03313101201230,31.2315912,-3.9880371,-0.726,0.481
03311302200330,34.7686910,-5.4821777,-0.455,0.506
03311320100202,34.2072589,-4.9108887,-0.636,0.458
03311312301022,34.8228222,-1.9226074,-0.021,0.476
03311221333322,33.1467497,-8.5144043,-0.069,0.515
03311213120332,35.0389916,-6.1853027,0.660,0.492
03313100031230,31.5317257,-5.0427246,-0.531,0.499
03311231301200,33.6420620,-6.1413574,0.029,0.433
03311213300221,34.7686910,-6.2951660,-0.143,0.510
03311232322303,31.9987589,-7.6135254,-0.110,0.437
03313001202022,31.1376028,-9.8327637,-0.136,0.387
03311233310300,32.4634255,-5.8776855,-0.704,0.422
03311231322300,33.2019237,-6.2292480,-0.183,0.435
03313020110320,29.4108899,-10.0964355,-0.649,0.456
03313011222020,30.8550788,-7.0202637,-0.336,0.408
03311230310012,33.6969222,-7.3278809,0.282,0.535
03311300221100,35.7375947,-5.3503418,0.457,0.576
03313011012320,31.6814326,-6.5808105,-0.244,0.406
03311231223333,33.1467497,-6.6906738,-0.708,0.412
03311233110301,33.0547160,-5.8557129,-0.480,0.407
03313001031120,31.6066092,-9.2175293,0.023,0.455
03311231033020,33.8247931,-6.4929199,-0.503,0.460
03311213331211,34.5156090,-5.7238770,0.061,0.478
03311322331011,32.2406821,-4.3176270,-0.588,0.389
03311231131100,34.0071346,-5.7019043,-0.389,0.495
03311322213302,32.2964193,-4.9987793,-0.018,0.417
03311223211333,32.4077911,-9.1516113,-0.484,0.476
03311231321102,33.4039307,-6.0534668,-0.244,0.479
03313011000321,31.8308986,-6.9104004,-0.218,0.444
03313010121132,31.5878940,-7.4157715,-0.041,0.482
03311320121232,33.8795365,-4.6911621,-0.371,0.453
03311322020122,32.7780375,-5.5261230,-0.440,0.462
03313011220131,31.0058624,-6.8664551,0.096,0.522
03311230233021,33.2386870,-7.8771973,-0.355,0.501
03311303223001,34.4431582,-4.0100098,-0.510,0.420
03313003320200,29.7548395,-9.1296387,-0.446,0.397
03311320002333,34.0253472,-5.4602051,-0.261,0.455
03311320321311,33.3488843,-4.5812988,0.096,0.433
03313021010032,29.4682962,-9.4372559,-0.658,0.409
03313010131101,31.6440285,-7.0861816,-0.156,0.417
03313011020310,31.5691750,-6.8884277,-0.576,0.399
03311233010313,33.0362977,-6.5148926,-0.579,0.465
03311320020100,34.0071346,-5.5261230,-0.107,0.514
03313003133132,30.2305941,-8.4704590,0.032,0.501
03311323202133,32.3335585,-4.0539551,-0.218,0.507
03311312033010,35.0209992,-2.2302246,-0.336,0.507
03311223133010,32.6856194,-8.5583496,-0.127,0.525
03311302331132,34.5337119,-4.2517090,-0.695,0.407
03311233313330,32.2778440,-5.6579590,-0.482,0.399
03311303222102,34.4250356,-4.1198730,0.015,0.442
03311232333111,32.0918821,-7.0422363,0.399,0.572
03311302222112,34.4250356,-5.4821777,-0.065,0.452
03313012110231,30.6284584,-7.3059082,-0.498,0.415
03313010003112,31.7748771,-8.1188965,0.551,0.532
03311233123021,32.6486253,-6.1193848,-0.224,0.416
03311230233131,33.2386870,-7.7453613,-0.329,0.452
03311213333222,34.3162179,-5.7897949,-0.043,0.521
03313010330303,30.9493465,-7.2619629,-0.736,0.401
03311231130223,33.8795365,-5.9436035,0.379,0.479
03311233101202,33.0362977,-6.1413574,-0.057,0.403
03311232000211,33.0547160,-8.3605957,-0.416,0.530
03313001010311,31.8682273,-9.3273926,0.133,0.478
03311303331103,34.5699059,-2.8674316,-0.637,0.396
03311232122332,32.5560732,-7.5915527,-0.317,0.443
03311232023211,32.6116159,-8.1848145,-0.381,0.481
03311322003020,32.9441484,-5.4382324,-0.545,0.403
03313003031021,30.4013061,-9.2834473,-0.329,0.501
03311232123330,32.5745912,-7.4157715,-0.494,0.446
03311320311010,33.7152012,-4.3395996,-0.572,0.391
03313001022233,31.3630180,-9.7668457,-0.323,0.545
03313100023021,31.4567820,-5.4162598,0.051,0.583
03311303300023,34.8228222,-3.4826660,0.149,0.391
03313013100023,30.6851635,-6.2951660,0.131,0.503
03313100311232,31.2128010,-4.3395996,-0.678,0.398
03311302202030,34.6964607,-5.5700684,0.005,0.497
03311233303331,32.2778440,-5.9875488,-0.173,0.396
03311233131003,32.8149779,-5.7678223,-0.593,0.407
03313011110031,31.9055410,-5.8996582,-0.729,0.384
03311320312033,33.5139189,-4.4934082,-0.388,0.412
03311303013303,35.2186970,-3.5705566,0.323,0.481
03311322301221,32.4263397,-4.7131348,-0.422,0.386
03311321130003,33.9889180,-3.1311035,-0.260,0.435
03313010022020,31.4567820,-8.4265137,-0.780,0.598
03311232203231,32.2778440,-8.1848145,-0.535,0.418
03311320023223,33.7334762,-5.4162598,-0.421,0.507
03311231212320,33.4589423,-6.5808105,-0.127,0.445
03311302223222,34.3162179,-5.4382324,0.344,0.576
03313011100312,31.8495649,-6.1853027,-0.400,0.385
03311323031130,32.7965096,-3.5485840,-0.081,0.384
03311233311131,32.5004960,-5.6359863,-0.147,0.441
03311233303031,32.3521223,-6.0754395,-0.310,0.410
03311303112021,35.2725313,-3.1311035,-0.334,0.524
03313003011001,30.7418353,-9.2834473,-0.075,0.425
03311213110202,35.3621756,-5.9655762,0.198,0.525
03311232212132,32.3335585,-7.9431152,0.274,0.473
03311312230102,34.5699059,-2.3620605,-0.093,0.481
03311232212302,32.2964193,-7.9870605,-0.386,0.454
03311232233031,32.0546442,-7.8332520,-0.711,0.442
03311223130312,32.7410818,-8.6462402,-0.170,0.466
03313001321013,31.0246937,-8.8879395,0.117,0.386
03311320103301,34.0799618,-4.6252441,-0.328,0.491
03311233300220,32.4263397,-6.3171387,0.600,0.539
03311211331220,35.6305115,-5.7897949,-0.396,0.511
03311302232002,34.4250356,-5.2624512,0.009,0.484
03313001212312,31.0999813,-9.3493652,-0.555,0.485
03311233001103,33.1099478,-6.7346191,-0.708,0.433
03311223211001,32.5375513,-9.2834473,0.076,0.548
03313010031030,31.6066092,-7.8552246,-0.127,0.519
03311230212313,33.4772717,-7.9211426,0.076,0.545
03313003023103,30.2685558,-9.5471191,0.283,0.529
03311320220130,33.3855858,-5.4821777,0.029,0.509
03311302310000,34.8769180,-4.5593262,-0.121,0.488
03311320211312,33.6237675,-4.9548340,-0.235,0.450
03313020112022,29.3151407,-10.1843262,0.188,0.417
03311302001300,35.3800925,-5.3503418,-0.191,0.455
03313003300320,30.0215431,-9.0417480,-0.141,0.469
03313100022000,31.4942613,-5.6140137,-0.456,0.447
03311303033120,34.9850026,-3.5925293,-0.655,0.418
03311223111011,33.1283507,-8.5363770,-0.414,0.558
03311233030132,32.7780375,-6.5368652,-0.211,0.430
03313012112202,30.4960174,-7.3718262,-0.564,0.423
03313013102013,30.5717201,-6.2512207,-0.349,0.431
03311312213322,34.6060841,-2.1862793,-0.049,0.442
03313001120023,31.5878940,-9.1076660,-0.158,0.468
03313003033102,30.2685558,-9.2175293,-0.331,0.465
03311232101232,32.9994495,-7.5036621,0.228,0.535
03313001111023,31.8868861,-8.5803223,-0.598,0.422
03313001210320,31.2315912,-9.3933105,-0.419,0.401
03311303321211,34.5156090,-3.2629395,-0.698,0.391
03311233332223,31.9614831,-5.9436035,-0.531,0.401
03311320103300,34.0799618,-4.6472168,-0.792,0.453
03311312221131,34.5518109,-2.4719238,-0.082,0.495
03311231321113,33.4039307,-5.9875488,-0.337,0.456
03311232331110,32.2406821,-7.0642090,-0.299,0.439
03311231030323,33.8795365,-6.5588379,-0.644,0.490
03311231030001,34.0071346,-6.6467285,0.269,0.512
03311312020212,35.0749644,-2.7575684,0.430,0.516
03313001113200,31.7188218,-8.6022949,-0.239,0.428
03313011010210,31.8682273,-6.6247559,-0.156,0.444
03311233203321,32.2778440,-6.7346191,-0.154,0.511
03311213121202,35.0749644,-6.1413574,0.558,0.584
03311330002302,34.0617609,-2.7136230,-0.331,0.403
03311320132133,33.8065375,-4.4055176,0.164,0.550
03311233203301,32.3149908,-6.7346191,0.298,0.533
03313010233230,30.7795979,-7.8552246,-0.515,0.403
03311230233130,33.2386870,-7.7673340,-0.001,0.482
03311233021330,32.7225981,-6.7126465,-0.520,0.475
03313010303030,31.1564079,-7.5036621,-0.420,0.411
03313003013331,30.4770825,-9.1516113,0.653,0.566
03313011203003,31.1752094,-6.8225098,-0.368,0.446
03311302121122,35.1109213,-4.6472168,-0.324,0.447
03313010310010,31.3442540,-7.3278809,-0.427,0.421
03313010212021,31.1564079,-8.0529785,0.161,0.477
03311213111131,35.4159144,-5.6359863,-0.639,0.438
03313003121330,30.3254708,-8.8220215,-0.003,0.390
03311233210011,32.5375513,-6.6027832,-0.243,0.465
03311320200021,33.6786394,-5.5920410,0.116,0.495
03311320132320,33.7517474,-4.4714355,-0.583,0.397
